version,codigo_ente,codigo,componente,porcentaje_participacion,porcentaje_voto,fuente_alta,inf_fuente_alta,alta_desde
2019/01 situacion a  01/01/2019,15-00-000-B-P-115,15-00-000-B-P-006,"Sociedad para la Transformación Competitiva - Eraldaketa Lehiakorrerako Sozietatea, S.A. (SPRI)","100,00","100,00",ESCRITURA,"de constitución (Dec.196/2017, 18-07)",31/12/2017
2019/01 situacion a  01/01/2019,15-00-002-C-C-000,00-00-000-S-S-000,Estado,"50,00","50,00",CONVENIO,de colaboración de 22/12/2006 (BOPV 04/04/2007),22/12/2006
2019/01 situacion a  01/01/2019,15-00-002-C-C-000,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"50,00","50,00",CONVENIO,de colaboración de 22/12/2006 (BOPV 04/04/2007),22/12/2006
2019/01 situacion a  01/01/2019,15-00-000-X-P-061,15-00-000-B-P-006,"Sociedad para la Transformación Competitiva - Eraldaketa Lehiakorrerako Sozietatea, S.A. (SPRI)","50,00","50,00",ESCRITURA,"de const. de 02/03/1983 (Dec.241/1982, 20-12)",04/03/1994
2019/01 situacion a  01/01/2019,15-00-000-X-P-061,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"50,00","50,00",ESCRITURA,"de const. de 09/12/1993 (Dec. 278/1993, 7-10",04/03/1994
2019/01 situacion a  01/01/2019,15-00-000-X-P-109,00-00-000-F-F-000,Privado,"49,99","49,99",ESCRITURA,"de ampl. de capital social (Dec. 145/2010, 25-05)",18/10/2010
2019/01 situacion a  01/01/2019,15-00-000-X-P-109,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"24,99","24,99",ESCRITURA,"de ampl. de capital social (Dec. 145/2010, 25-05)",18/10/2010
2019/01 situacion a  01/01/2019,15-00-000-X-P-109,15-48-000-D-D-000,Diputación Foral de Vizcaya,"24,99","24,99",ESCRITURA,"de ampl. de capital social (Dec. 145/2010, 25-05)",18/10/2010
2019/01 situacion a  01/01/2019,15-00-000-X-P-109,15-48-020-A-A-000,Bilbao,"0,03","0,03",ESCRITURA,"de ampl. de capital social (Dec. 145/2010, 25-05)",18/10/2010
2019/01 situacion a  01/01/2019,15-00-000-X-P-007,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"33,34","33,34",ESCRITURA,"de const. de 17/12/1990 (Dec. 236/1990, de 11-09)",25/01/1991
2019/01 situacion a  01/01/2019,15-00-000-X-P-007,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"33,33","33,33",ESCRITURA,"de const. de 17/12/1990 (Dec. 236/1990, de 11-09)",25/01/1991
2019/01 situacion a  01/01/2019,15-00-000-X-P-007,15-20-069-A-A-000,Donostia-San Sebastián,"33,33","33,33",ESCRITURA,"de const. de 17/12/1990 (Dec. 236/1990, de 11-09)",25/01/1991
2019/01 situacion a  01/01/2019,15-00-000-B-P-091,15-00-000-B-P-011,"Sprilur, S.A.","51,00","51,00",ESCRITURA,"de const. de 19/12/2000 (Dec. 126/2000, 04-07)",08/02/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-091,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"24,50","24,50",ESCRITURA,"de constit. de 19/12/2000 (Dec. 126/2000, 04-07)",08/02/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-091,15-20-063-A-A-000,Oiartzun,"24,50","24,50",ESCRITURA,"de constit. de 19/12/2000 (Dec. 126/2000, 04-07)",08/02/2001
2019/01 situacion a  01/01/2019,15-00-000-X-P-009,00-00-000-F-F-001,Particulares,"2,48","2,48",ESCRITURA,de const. de 27/07/1983 (Acuerdo de 26/07/1983),27/07/1983
2019/01 situacion a  01/01/2019,15-00-000-X-P-009,00-00-000-F-F-008,Bancos o Cajas de Ahorro,"5,07","5,07",ESCRITURA,de const. de 27/07/1983 (Acuerdo de 26/07/1983),27/07/1983
2019/01 situacion a  01/01/2019,15-00-000-X-P-009,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"30,77","30,77",ESCRITURA,de const. de 27/07/1983 (Acuerdo de 26/07/1983),27/07/1983
2019/01 situacion a  01/01/2019,15-00-000-X-P-009,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"30,77","30,77",ESCRITURA,de const. de 27/07/1983 (Acuerdo de 26/07/1983),27/07/1983
2019/01 situacion a  01/01/2019,15-00-000-X-P-009,15-20-045-A-A-000,Irun,"30,91","30,91",ESCRITURA,de const. de 27/07/1983 (Acuerdo de 26/07/1983),27/07/1983
2019/01 situacion a  01/01/2019,15-00-000-B-P-055,00-00-000-E-E-001,Otras entidades de caracter local,"24,50","24,50",ESCRITURA,de compraventa de acciones de 29/04/2003,29/04/2003
2019/01 situacion a  01/01/2019,15-00-000-B-P-055,15-00-000-B-P-006,"Sociedad para la Transformación Competitiva - Eraldaketa Lehiakorrerako Sozietatea, S.A. (SPRI)","51,00","51,00",ESCRITURA,"de const. de 21/12/1989 (Dec.259/1989, 21-11)",07/03/1990
2019/01 situacion a  01/01/2019,15-00-000-B-P-055,15-48-000-D-D-000,Diputación Foral de Vizcaya,"24,50","24,50",ESCRITURA,"de const. de 21/12/1989 (Dec.259/1989, 21-11)",07/03/1990
2019/01 situacion a  01/01/2019,15-00-000-B-P-005,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"100,00","100,00",ESCRITURA,"Esc. de const. de 20/04/1982 (Dec.62/1982, 15-02)",20/04/1982
2019/01 situacion a  01/01/2019,15-00-000-X-P-107,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"40,00","40,00",ESCRITURA,"de const. de 17/02/1993 (Decreto 364/199, 30-12)",16/03/1993
2019/01 situacion a  01/01/2019,15-00-000-X-P-107,15-01-000-D-D-000,Diputación Foral de Alava,"9,00","9,00",ESCRITURA,"de const. de 17/02/1993 (Decreto 364/199, 30-12)",16/03/1993
2019/01 situacion a  01/01/2019,15-00-000-X-P-107,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"19,80","19,80",ESCRITURA,"de const. de 17/02/1993 (Decreto 364/199, 30-12)",16/03/1993
2019/01 situacion a  01/01/2019,15-00-000-X-P-107,15-48-000-D-D-000,Diputación Foral de Vizcaya,"31,20","31,20",ESCRITURA,"de const. de 17/02/1993 (Decreto 364/199, 30-12)",16/03/1994
2019/01 situacion a  01/01/2019,15-00-000-B-P-004,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"100,00","100,00",ESCRITURA,"de const. de 20/04/1982 (Dec.60/1982, 01-02)",20/04/1982
2019/01 situacion a  01/01/2019,15-00-000-B-P-112,00-00-000-E-E-001,Otras entidades de caracter local (Varios ayuntamientos),"10,21","10,21",ESCRITURA,"Esc. de const. de 26/12/1985 (Dec. 373/1985, 10/12",26/12/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-112,15-00-000-B-P-006,"Sociedad para la Transformación Competitiva - Eraldaketa Lehiakorrerako Sozietatea, S.A. (SPRI)","53,23","53,23",ESCRITURA,"Esc. de const. de 26/12/1985 (Dec. 373/1985, 10/12",26/12/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-112,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"22,24","22,24",ESCRITURA,"Esc. de const. de 26/12/1985 (Dec. 373/1985, 10/12",26/12/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-112,15-20-017-A-A-000,Azkoitia,"8,97","8,97",ESCRITURA,"Esc. de const. de 26/12/1985 (Dec. 373/1985, 10/12",26/12/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-112,15-20-018-A-A-000,Azpeitia,"5,35","5,35",ESCRITURA,"Esc. de const. de 26/12/1985 (Dec. 373/1985, 10/12",26/12/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-045,00-00-000-E-E-001,Otras entidades de caracter local (Oarsoaldea S.A.),"7,82","7,82",ESCRITURA,de fusión de 17/07/2012,18/10/2012
2019/01 situacion a  01/01/2019,15-00-000-B-P-045,15-00-000-B-P-011,"Sprilur, S.A.","51,00","51,00",ESCRITURA,"e const. nº393 de 07/03/1986 (Dec.12/1986, 21-01)",08/09/1986
2019/01 situacion a  01/01/2019,15-00-000-B-P-045,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"24,50","24,50",ESCRITURA,"de const. nº393 de 07/03/1986 (Dec.12/1986, 21-01)",08/09/1986
2019/01 situacion a  01/01/2019,15-00-000-B-P-045,15-20-045-A-A-000,Irun,"16,68","16,68",ESCRITURA,"de const. nº393 de 07/03/1986 (Dec.12/1986, 21-01)",08/09/1986
2019/01 situacion a  01/01/2019,15-00-000-B-P-103,15-00-000-B-P-013,"Sociedad Pública Eusko Trenbideak - Ferrocarriles Vascos, S.A.U.","100,00","100,00",ESCRITURA,"de const. de 29/12/2003 (Dec.312/2003, 16-12)",15/03/2004
2019/01 situacion a  01/01/2019,15-20-001-C-C-000,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"50,00","50,00",ACUERDO,Consejo de Diputados de 01/10/1985 (BOE 24/02/86),01/10/1985
2019/01 situacion a  01/01/2019,15-20-001-C-C-000,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"50,00","50,00",ACUERDO,Consejo de Diputados de 01/10/1985 (BOE 24/02/86),01/10/1985
2019/01 situacion a  01/01/2019,15-00-000-X-P-100,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"33,34","33,34",ESCRITURA,"de cons. de 28/12/2001 (Dec. 360/2001, de 18-12)",19/01/2002
2019/01 situacion a  01/01/2019,15-00-000-X-P-100,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"33,33","33,33",ESCRITURA,"de cons. de 28/12/2001 (Dec. 360/2001, de 18-12)",19/01/2002
2019/01 situacion a  01/01/2019,15-00-000-X-P-100,15-20-069-A-A-000,Donostia-San Sebastián,"33,33","33,33",ESCRITURA,"de cons. de 28/12/2001 (Dec. 360/2001, de 18-12)",19/01/2002
2019/01 situacion a  01/01/2019,15-48-011-C-C-000,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"50,00","50,00",CONVENIO,de colaboración de 16 de mayo de 1989,16/05/1989
2019/01 situacion a  01/01/2019,15-48-011-C-C-000,15-48-000-D-D-000,Diputación Foral de Vizcaya,"50,00","50,00",CONVENIO,de colaboración de 16 de mayo de 1989,16/05/1989
2019/01 situacion a  01/01/2019,15-00-001-C-C-000,00-00-000-E-E-001,Otras entidades de caracter local,"33,33","33,33",CONVENIO,de Colaboración de 24/09/2003 (BOPV 26/12/2003),24/09/2003
2019/01 situacion a  01/01/2019,15-00-001-C-C-000,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"66,67","66,67",CONVENIO,de Colaboración de 24/09/2003 (BOPV 26/12/2003),24/09/2003
2019/01 situacion a  01/01/2019,15-00-000-B-P-003,15-00-000-B-U-001,Euskal Irrati Telebista/Radiotelevisión Vasca (EITB),"100,00","100,00",ESCRITURA,"de const. de 04/11/1982 (Dec. 158/1982, 19-7)",04/11/1982
2019/01 situacion a  01/01/2019,15-00-000-X-P-116,00-00-000-E-E-001,"Otras entidades de caracter local (Azpiegiturak, S.A.U.)","50,00","50,00",ESCRITURA,de const. de 27/12/2002,13/03/2003
2019/01 situacion a  01/01/2019,15-00-000-X-P-116,15-00-000-B-P-011,"Sprilur, S.A.","50,00","50,00",ESCRITURA,de const. de 27/12/2002,13/03/2003
2019/01 situacion a  01/01/2019,15-00-000-B-P-107,15-00-000-B-U-001,Euskal Irrati Telebista/Radiotelevisión Vasca (EITB),"100,00","100,00",ESCRITURA,"de const. de 25/06/2003 (Decreto 100/2003, de 6-5)",29/11/2003
2019/01 situacion a  01/01/2019,15-00-000-B-P-001,15-00-000-B-U-001,Euskal Irrati Telebista/Radiotelevisión Vasca (EITB),"100,00","100,00",ESCRITURA,"de const. de 30/03/1984 (Dec. 77/1984, 20-03)",30/03/1984
2019/01 situacion a  01/01/2019,15-00-000-B-P-096,00-00-000-E-E-001,Otras entidades de caracter local,"24,50","24,50",ESCRITURA,"de const. (Decreto 144/2000), de 18-07",14/02/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-096,15-00-000-B-P-011,"Sprilur, S.A.","51,00","51,00",ESCRITURA,"de const. (Decreto 144/2000), de 18-07",14/02/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-096,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"24,50","24,50",ESCRITURA,"de constit. (Decreto 144/2000), de 18-07",14/02/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-044,00-00-000-E-E-001,Otras entidades de caracter local (Azpiegiturak S.A.U.),"24,50","24,50",ESCRITURA,compraventa de acciones,01/01/2012
2019/01 situacion a  01/01/2019,15-00-000-B-P-044,15-00-000-B-P-006,"Sociedad para la Transformación Competitiva - Eraldaketa Lehiakorrerako Sozietatea, S.A. (SPRI)","51,00","51,00",ESCRITURA,"de const. de 22/10/1986 (Dec. 167/1986, 15-07)",22/10/1986
2019/01 situacion a  01/01/2019,15-00-000-B-P-044,15-48-006-A-A-000,Arantzazu,"5,56","5,56",ESCRITURA,de ampliación de C.S. de 11/12/2006,07/04/2008
2019/01 situacion a  01/01/2019,15-00-000-B-P-044,15-48-023-A-A-000,Artea,"16,32","16,32",ESCRITURA,de ampliación de C.S. de 11/12/2006,07/04/2008
2019/01 situacion a  01/01/2019,15-00-000-B-P-044,15-48-094-A-A-000,Igorre,"2,62","2,62",ESCRITURA,"de const. de 22/10/1986 (Dec. 167/1986, 15-07)",22/10/1986
2019/01 situacion a  01/01/2019,15-00-000-B-P-018,15-00-000-B-U-002,Ente Vasco de la Energía (EVE),"100,00","100,00",ESCRITURA,"de const.nº8086 de 30/12/1983 (Dec.279/1983,19-12)",30/12/1983
2019/01 situacion a  01/01/2019,19-00-001-C-C-000,00-00-000-E-E-000,Otras entidades de caracter estatal (UNED),"0,00","37,50",CONVENIO,"de colab. de 28/06/85 (Ley Org. 2/1995, de 14/03)",15/03/1995
2019/01 situacion a  01/01/2019,19-00-001-C-C-000,19-00-000-Z-Z-000,Ciudad de Melilla,"0,00","62,50",CONVENIO,"de colab. de 28/06/85 (Ley Org. 2/1995, de 14/03)",15/03/1995
2019/01 situacion a  01/01/2019,19-00-000-X-P-001,00-00-000-E-E-000,Otras entidades de caracter estatal,"50,00","50,00",ESCRITURA,Información corporativa,15/03/1995
2019/01 situacion a  01/01/2019,19-00-000-X-P-001,19-00-000-Z-Z-000,Ciudad de Melilla,"50,00","50,00",PROVISIONAL,,15/03/1995
2019/01 situacion a  01/01/2019,19-52-001-Z-P-003,19-00-000-Z-Z-000,Ciudad de Melilla,"100,00","100,00",ESCRITURA,Provisional,15/03/1995
2019/01 situacion a  01/01/2019,19-52-001-Z-P-002,19-00-000-Z-Z-000,Ciudad de Melilla,"100,00","100,00",ESCRITURA,Provisional,15/03/1995
2019/01 situacion a  01/01/2019,19-52-001-Z-P-001,19-00-000-Z-Z-000,Ciudad de Melilla,"100,00","100,00",ESCRITURA,Provisional,15/03/1995
2019/01 situacion a  01/01/2019,13-00-000-X-P-003,00-00-000-F-F-000,Privado,"10,95","10,95",ESCRITURA,de constitución nº 1.101 de 28/10/1982,20/01/1983
2019/01 situacion a  01/01/2019,13-00-000-X-P-003,00-00-000-S-S-000,Estado,"40,55","40,55",ESCRITURA,de constitució nº 1.101 de 25/10/1982,20/01/1983
2019/01 situacion a  01/01/2019,13-00-000-X-P-003,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"5,74","5,74",ESCRITURA,de constitución nº 1.101 de 25/10/1982,20/01/1983
2019/01 situacion a  01/01/2019,13-00-000-X-P-003,13-00-000-B-U-002,Instituto de Fomento de la Región de Murcia (INFO),"26,92","26,92",ESCRITURA,nº 1.220 de 06/06/2002,04/12/2002
2019/01 situacion a  01/01/2019,13-00-000-X-P-003,13-30-024-A-A-000,Lorca,"15,84","15,84",ESCRITURA,de constitución nº 1.101 de 25/10/1982,20/01/1983
2019/01 situacion a  01/01/2019,13-00-000-X-P-002,00-00-000-S-S-000,Estado,"50,00","50,00",ESCRITURA,de constitución de 12/12/2006,01/02/2007
2019/01 situacion a  01/01/2019,13-00-000-X-P-002,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"25,00","25,00",ESCRITURA,de constitución de 12/12/2006,01/02/2007
2019/01 situacion a  01/01/2019,13-00-000-X-P-002,13-30-016-A-A-000,Cartagena,"25,00","25,00",ESCRITURA,de constitución de 12/12/2006,01/02/2007
2019/01 situacion a  01/01/2019,13-00-000-B-P-036,13-00-000-B-W-001,Universidad de Murcia,"100,00","100,00",ESCRITURA,de constitución nº 108 de 18/01/2011,01/02/2011
2019/01 situacion a  01/01/2019,13-00-001-C-C-000,00-00-000-F-F-000,Privado,"0,00","16,66",CONVENIO,"de colaboración 08/07/2005, BORM nº 221 24/09/2005",09/07/2005
2019/01 situacion a  01/01/2019,13-00-001-C-C-000,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"0,00","33,33",CONVENIO,"de colaboración 08/07/2005, BORM nº 221 24/09/2005",09/07/2005
2019/01 situacion a  01/01/2019,13-00-001-C-C-000,13-00-000-B-W-001,Universidad de Murcia,"0,00","16,67",CONVENIO,"de colaboración 08/07/2005, BORM nº 221 24/09/2005",09/07/2005
2019/01 situacion a  01/01/2019,13-00-001-C-C-000,13-00-000-B-W-002,Universidad Politécnica de Cartagena,"0,00","16,67",CONVENIO,"de colaboración 08/07/2005, BORM nº 221 24/09/2005",09/07/2005
2019/01 situacion a  01/01/2019,13-00-001-C-C-000,13-30-024-A-A-000,Lorca,"0,00","16,67",CONVENIO,"de colaboración 08/07/2005, BORM nº 221 24/09/2005",09/07/2005
2019/01 situacion a  01/01/2019,13-30-014-C-C-000,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"0,00","60,00",CONVENIO,de Colaboración de 16/10/2002,16/10/2002
2019/01 situacion a  01/01/2019,13-30-014-C-C-000,13-30-007-A-A-000,Alguazas,"0,00","40,00",CONVENIO,de Colaboración de 16/10/2002,16/10/2002
2019/01 situacion a  01/01/2019,13-30-001-C-C-000,00-00-000-E-E-001,Otras entidades de caracter local,"49,00","49,00",ACTA,de constitución de 30/06/1992,30/06/1992
2019/01 situacion a  01/01/2019,13-30-001-C-C-000,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"51,00","51,00",ACTA,de constitución de 30/06/1992,30/06/1992
2019/01 situacion a  01/01/2019,13-30-005-C-C-000,00-00-000-F-F-000,"Privado (Cámara de comercio, ind. y navegación Cartagena)","3,87","15,00",ESCRITURA,"Nº 1.709, de 11/06/1993",11/06/1993
2019/01 situacion a  01/01/2019,13-30-005-C-C-000,00-00-000-S-S-000,Estado,"37,96","33,00",ESCRITURA,"Nº 1.709, de 11/06/1993",11/06/1993
2019/01 situacion a  01/01/2019,13-30-005-C-C-000,13-00-000-B-U-002,Instituto de Fomento de la Región de Murcia (INFO),"49,79","37,00",ESCRITURA,"Nº 1.709, de 11/06/1993",11/06/1993
2019/01 situacion a  01/01/2019,13-30-005-C-C-000,13-30-016-A-A-000,Cartagena,"8,38","15,00",ESCRITURA,"Nº 1.709, de 11/06/1993",11/06/1993
2019/01 situacion a  01/01/2019,13-00-000-X-P-001,00-00-000-S-S-000,Estado,"50,00","50,00",ESCRITURA,de constitución de 12/12/2006,31/01/2007
2019/01 situacion a  01/01/2019,13-00-000-X-P-001,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"25,00","25,00",ESCRITURA,de constitución de 12/12/2006,31/01/2007
2019/01 situacion a  01/01/2019,13-00-000-X-P-001,13-30-030-A-A-000,Murcia,"25,00","25,00",ESCRITURA,de constitución de 12/12/2006,31/01/2007
2019/01 situacion a  01/01/2019,13-30-020-C-C-000,00-00-000-F-F-000,Privado,"5,96","40,00",CONVENIO,de colaboración de 23/10/1989,23/10/1989
2019/01 situacion a  01/01/2019,13-30-020-C-C-000,00-00-000-S-S-000,Estado,"45,35","40,00",CONVENIO,de colaboración de 23/10/1989,23/10/1989
2019/01 situacion a  01/01/2019,13-30-020-C-C-000,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"31,94","10,00",CONVENIO,de colaboración de 23/10/1989,23/10/1989
2019/01 situacion a  01/01/2019,13-30-020-C-C-000,13-30-016-A-A-000,Cartagena,"16,75","10,00",CONVENIO,de colaboración de 23/10/1989,23/10/1989
2019/01 situacion a  01/01/2019,13-00-003-C-C-000,00-00-000-S-S-000,Estado,"0,00","30,00",CONVENIO,de Colaboración de 10/09/2009,10/09/2009
2019/01 situacion a  01/01/2019,13-00-003-C-C-000,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"50,00","40,00",CONVENIO,de Colaboración de 10/09/2009,10/09/2009
2019/01 situacion a  01/01/2019,13-00-003-C-C-000,13-30-015-A-A-000,Caravaca de la Cruz,"50,00","30,00",CONVENIO,de Colaboración de 10/09/2009,10/09/2009
2019/01 situacion a  01/01/2019,13-30-012-C-C-000,00-00-000-E-E-001,Otras entidades de caracter local,"68,18","68,18",CONVENIO,colaboración de 04/03/2003 BORM nº 66 de 21/03/03,04/03/2003
2019/01 situacion a  01/01/2019,13-30-012-C-C-000,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"31,82","31,82",CONVENIO,colaboración de 04/03/2003 BORM nº 66 de 21/03/03,04/03/2003
2019/01 situacion a  01/01/2019,13-00-000-B-P-024,13-00-000-B-U-007,Entidad Regional de Saneamiento y Depuración de Aguas Residuales de la Región de Murcia (ESAMUR),"100,00","100,00",ESCRITURA,n` 711 de 24/05/2018,08/06/2018
2019/01 situacion a  01/01/2019,13-00-000-B-P-005,00-00-000-F-F-008,Bancos o Cajas de Ahorro,"1,87","1,87",ESCRITURA,de constitución nº 700 de 10/06/1986,19/11/1986
2019/01 situacion a  01/01/2019,13-00-000-B-P-005,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"1,87","1,87",ESCRITURA,de constitución nº 700 de 10/06/1986,19/11/1986
2019/01 situacion a  01/01/2019,13-00-000-B-P-005,13-00-000-B-U-002,Instituto de Fomento de la Región de Murcia (INFO),"83,23","83,23",ESCRITURA,nº 96 de 31/01/1991,22/04/1991
2019/01 situacion a  01/01/2019,13-00-000-B-P-005,13-30-008-A-A-000,Alhama de Murcia,"13,03","13,03",ESCRITURA,de constitución nº 700 de 10/06/1986,19/11/1986
2019/01 situacion a  01/01/2019,13-00-000-B-P-016,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"100,00","100,00",ESCRITURA,de constitución nº 2784 de 30/12/2002,28/02/2003
2019/01 situacion a  01/01/2019,13-30-023-C-C-000,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"0,00","50,00",CONVENIO,Colaboración de 03/12/04 BORM nº 297 de 24/12/04,03/12/2004
2019/01 situacion a  01/01/2019,13-30-023-C-C-000,13-30-003-A-A-000,Águilas,"0,00","30,00",CONVENIO,Colaboración de 03/12/04 BORM nº 297 de 24/12/04,03/12/2004
2019/01 situacion a  01/01/2019,13-30-023-C-C-000,13-30-024-A-A-000,Lorca,"0,00","20,00",CONVENIO,Colaboración de 03/12/04 BORM nº 297 de 24/12/04,03/12/2004
2019/01 situacion a  01/01/2019,13-30-002-C-C-000,00-00-000-E-E-001,Otras entidades de caracter local,"75,00","75,00",ACTA,"de sesión constituyente, de 30/11/1994",30/11/1994
2019/01 situacion a  01/01/2019,13-30-002-C-C-000,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"25,00","25,00",ACTA,"de sesión constituyente, de 30/11/1994",30/11/1994
2019/01 situacion a  01/01/2019,13-00-000-X-P-004,00-00-000-F-F-000,Privado,"1,94","1,94",ESCRITURA,de constitución nº 1.702 de 01/10/1999,07/01/2000
2019/01 situacion a  01/01/2019,13-00-000-X-P-004,13-00-000-B-U-002,Instituto de Fomento de la Región de Murcia (INFO),"49,03","49,03",ESCRITURA,de constitución nº 1.702 de 01/10/1999,07/01/2000
2019/01 situacion a  01/01/2019,13-00-000-X-P-004,13-30-030-A-A-000,Murcia,"49,03","49,03",ESCRITURA,de constitución nº 1.702 de 01/10/1999,07/01/2000
2019/01 situacion a  01/01/2019,13-00-000-C-C-002,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"60,00","60,00",CONVENIO,de colaboración de 13/01/2004,13/01/2004
2019/01 situacion a  01/01/2019,13-00-000-C-C-002,13-30-019-A-A-000,Cieza,"40,00","40,00",CONVENIO,de colaboración de 13/01/2004,13/01/2004
2019/01 situacion a  01/01/2019,17-46-007-C-C-000,17-00-000-B-B-000,Comunidad Autónoma Valenciana,"50,00","36,37",ACUERDO,13/04/1987 del Consell,13/04/1987
2019/01 situacion a  01/01/2019,17-46-007-C-C-000,17-03-000-D-D-000,Diputación Prov. de Alicante,"0,00","9,09",ACUERDO,acuerdo 13abr87 del Consell const y estat,13/04/1987
2019/01 situacion a  01/01/2019,17-46-007-C-C-000,17-12-000-D-D-000,Diputación Prov. de Castellón,"0,00","9,09",ACUERDO,acuerdo 13abr87 del Consell const y estat,13/04/1987
2019/01 situacion a  01/01/2019,17-46-007-C-C-000,17-46-000-D-D-000,Diputación Prov. de Valencia,"0,00","9,09",ACUERDO,acuerdo 13abr87 del Consell const y estat,13/04/1987
2019/01 situacion a  01/01/2019,17-46-007-C-C-000,17-46-250-A-A-000,Valencia,"50,00","36,36",ACUERDO,13/04/1987 del Consell,13/04/1987
2019/01 situacion a  01/01/2019,17-00-000-B-P-024,17-00-000-B-P-015,"Sociedad Proyectos Temáticos de la Comunitat Valenciana, S.A. (SPTCV)","99,00","50,00",ESCRITURA,const. nº236 de 21/01/03 (R.M.11/3/03),11/03/2003
2019/01 situacion a  01/01/2019,17-00-000-B-P-024,17-12-000-D-D-000,Diputación Prov. de Castellón,"1,00","50,00",ESCRITURA,const. nº 404 de 05/03/03 (R.M.14/04/03),14/04/2003
2019/01 situacion a  01/01/2019,17-00-000-B-P-070,17-00-000-B-I-005,Corporación Valenciana de Medios de Comunicación,"100,00","100,00",ESCRITURA,"nº 404, de 05/04/2017 (R.M. 25/08/2017)",25/05/2017
2019/01 situacion a  01/01/2019,17-12-016-C-C-000,00-00-000-E-E-001,Otras entidades de caracter local,"66,67","60,00",ACTA,de constitución,27/04/2007
2019/01 situacion a  01/01/2019,17-12-016-C-C-000,17-00-000-B-B-000,Comunidad Autónoma Valenciana,"0,00","20,00",ACTA,de constitución,27/04/2007
2019/01 situacion a  01/01/2019,17-12-016-C-C-000,17-12-000-D-D-000,Diputación Prov. de Castellón,"33,33","20,00",ACTA,de constitución,27/04/2007
2019/01 situacion a  01/01/2019,17-12-014-C-C-000,17-00-000-B-B-000,Comunidad Autónoma Valenciana,"50,00","52,94",CONVENIO,de Colaboración 17/12/2003,01/01/2004
2019/01 situacion a  01/01/2019,17-12-014-C-C-000,17-12-000-D-D-000,Diputación Prov. de Castellón,"50,00","47,06",CONVENIO,de Colaboración 17/12/2003,01/01/2004
2019/01 situacion a  01/01/2019,17-46-026-C-C-000,17-00-000-B-B-000,Comunidad Autónoma Valenciana,"25,00","25,00",ACUERDO,12/03/2010,12/03/2010
2019/01 situacion a  01/01/2019,17-46-026-C-C-000,17-00-000-B-W-004,Universitat Politècnica de València,"25,00","25,00",ACUERDO,12/03/2010,12/03/2010
2019/01 situacion a  01/01/2019,17-46-026-C-C-000,17-00-000-B-W-005,Universitat de València (Estudi General),"25,00","25,00",ACUERDO,12/03/2010,12/03/2010
2019/01 situacion a  01/01/2019,17-46-026-C-C-000,17-46-250-A-A-000,Valencia,"25,00","25,00",ACUERDO,12/03/2010,12/03/2010
