version,codigo_ente,codigo,actividad,fuente_alta,inf_fuente_alta,alta_desde
2019/01 situacion a  01/01/2019,15-00-000-X-P-119,H5223,Actividades anexas al transporte aéreo,ESTATUTOS,Esc.const. de 29/05/2001 (RM 09/08/2001),09/08/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-105,D3515,Producción de energía hidroeléctrica,ESCRITURA,"de const.nº 387 de 12/06/2006 (Dec.49/2006, 28-02)",23/10/2006
2019/01 situacion a  01/01/2019,15-00-000-B-U-006,Q8899,Otros actividades de servicios sociales sin alojamiento n.c.o.p.,LEY,"5/2008, 19-6 BO País Vasco nº 131 de 10/07/2008",11/07/2008
2019/01 situacion a  01/01/2019,15-00-004-H-H-000,R9319,Otras actividades deportivas,ESTATUTOS,Escr. nº 2398 de 14/11/2007 (R.F. 19/12/2007),19/12/2007
2019/01 situacion a  01/01/2019,15-00-000-X-P-032,M7111,Servicios técnicos de arquitectura,ESTATUTOS,"Esc. const. de 19/11/1992 (Dec.262/1992, de 29-09)",19/01/1993
2019/01 situacion a  01/01/2019,15-00-000-B-V-011,O8411,Actividades generales de la Administración Pública,LEY,"1/2012, 2-2 BO País Vasco nº 29 de 09/02/2012",10/02/2012
2019/01 situacion a  01/01/2019,15-00-000-B-P-097,R9311,Gestión de instalaciones deportivas,ESTATUTOS,"Esc. de const. de 14/09/2000 (Dec.105/2000, 06-06)",20/02/2001
2019/01 situacion a  01/01/2019,15-00-000-X-P-118,D3519,Producción de energía eléctrica de otros tipos,ESCRITURA,"Esc. de reducc. de C.S. (Dec. 203/1996, de 30/07)",30/09/1996
2019/01 situacion a  01/01/2019,15-00-000-B-W-002,P8543,Educación universitaria,ORDEN,de 25 de febrero de 1980 (BOE 03/03/1980),25/02/1980
2019/01 situacion a  01/01/2019,15-00-000-B-P-115,N8299,Otras actividades de apoyo a las empresas n.c.o.p.,ESTATUTOS,"Escritura de constitución (Dec.196/2017, 18-07)",31/12/2017
2019/01 situacion a  01/01/2019,15-00-022-H-H-000,R9102,Actividades de museos,ESTATUTOS,Esc. constitución de 18/12/1991 (BOPV 11/12/1996),11/12/1996
2019/01 situacion a  01/01/2019,15-00-017-H-H-000,R9102,Actividades de museos,ESTATUTOS,Escr. nº 2.947 de 07/10/1999 (R.F. 27/11/2000),27/11/2000
2019/01 situacion a  01/01/2019,15-00-002-C-C-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Convenio colaboración de 22/12/06 (BOPV 04/04/07),22/12/2006
2019/01 situacion a  01/01/2019,15-00-000-X-P-061,M7022,Otras actividades de consultoría de gestión empresarial,ESTATUTOS,"Esc.const. de 09/12/1993 (Dec.278-1993, 7-10)",04/03/1994
2019/01 situacion a  01/01/2019,15-00-001-H-H-000,M7211,Investigación y desarrollo experimental en biotecnología,ESTATUTOS,Escr. nº 2.866 de 13/09/2002 (R.F. 21/02/2003),21/02/2003
2019/01 situacion a  01/01/2019,15-20-016-H-H-000,Q8690,Otras actividades sanitarias,ESTATUTOS,Escr. nº 734 de 20/03/2002 (R.F. 28/02/2003),28/02/2003
2019/01 situacion a  01/01/2019,15-00-000-X-P-109,F4110,Promoción inmobiliaria,ESTATUTOS,"esc. de ampl. de C.S. (Dec. 145/2010, 25-05)",18/10/2010
2019/01 situacion a  01/01/2019,15-00-000-X-P-007,R9001,Artes escénicas,ESTATUTOS,"Esc. const. de 17/12/1990 (Dec.236/1990, de 11-09)",25/01/1991
2019/01 situacion a  01/01/2019,15-00-000-B-P-091,F4110,Promoción inmobiliaria,ESTATUTOS,"Esc.de const. de 19/12/2000 (Dec. 126/2000, 04-07)",08/02/2001
2019/01 situacion a  01/01/2019,15-00-006-H-H-000,P8532,Educación secundaria técnica y profesional,ESTATUTOS,Escr. nº 99 de 07/06/2001 (R.F. 11/07/2001),11/07/2001
2019/01 situacion a  01/01/2019,15-00-000-X-P-009,H5229,Otras actividades anexas al transporte,ESTATUTOS,Esc. de const. de 27/07/1983 (Acuerdo 26/07/1983),27/07/1983
2019/01 situacion a  01/01/2019,15-00-000-B-P-055,F4110,Promoción inmobiliaria,ESTATUTOS,Esc.de camb. objeto social de 2003 (RM 27/08/2003),27/08/2003
2019/01 situacion a  01/01/2019,15-00-000-B-P-005,R9001,Artes escénicas,ESTATUTOS,"Esc. de const. de 20/04/1982 (Dec.62/1982, 15-02)",20/04/1982
2019/01 situacion a  01/01/2019,15-20-018-H-H-000,P8559,Otra educación n.c.o.p.,ESCRITURA,Esc.const. de 25/04/1989 (R.F. 21/03/1990),21/03/1990
2019/01 situacion a  01/01/2019,15-00-008-H-H-000,S9499,Otras actividades asociativas n.c.o.p.,ESTATUTOS,Escr. nº 1.561 de 19/7/1996 (R.F. 24/3/1997),24/03/1997
2019/01 situacion a  01/01/2019,15-00-000-B-U-008,O8412,"Regulación de las actividades sanitarias, educativas y culturales y otros servicios sociales, excepto Seguridad Social",LEY,"3/2004, 25-2 BO País Vasco nº 50 de 12/03/2004",02/04/2004
2019/01 situacion a  01/01/2019,15-00-000-X-P-107,K6499,"Otros servicios financieros, excepto seguros y fondos de pensiones n.c.o.p.",ESTATUTOS,"Esc.const. de 17/02/1993 (Decreto 364/199, 30-12)",16/03/1993
2019/01 situacion a  01/01/2019,15-00-000-B-U-003,Q8610,Actividades hospitalarias,LEY,"8/1997, 26-6 BO País Vasco nº 138 de 21/07/1997",01/01/1998
2019/01 situacion a  01/01/2019,15-00-000-B-P-004,J6209,Otros servicios relacionados con las tecnologías de la información y la informática,ESTATUTOS,"Esc. de const. de 20/04/1982 (Dec.60/1982, 01-02)",20/04/1982
2019/01 situacion a  01/01/2019,15-00-000-B-P-112,F4110,Promoción inmobiliaria,ESCRITURA,"Esc. de const. de 26/12/1985 (Dec. 373/1985, 10/12",26/12/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-045,F4110,Promoción inmobiliaria,ESTATUTOS,Esc.de const. nº 393 de 07/03/1986,08/09/1986
2019/01 situacion a  01/01/2019,15-00-000-B-P-103,K6612,Actividades de intermediación en operaciones con valores y otros activos,ESCRITURA,"de const. de 29/12/2003 (Dec.312/2003, 16-12)",15/03/2004
2019/01 situacion a  01/01/2019,15-20-001-C-C-000,P8559,Otra educación n.c.o.p.,ESTATUTOS,Resolución 17/02/1986 (BOPV nº37-24/02/1986),17/02/1986
2019/01 situacion a  01/01/2019,15-00-000-X-P-100,P8552,Educación cultural,ESTATUTOS,"Esc. de cons. de 28/12/2001 (Dec. 360/2001, 18-12)",19/01/2002
2019/01 situacion a  01/01/2019,15-00-010-N-N-000,M7220,Investigación y desarrollo experimental en ciencias sociales y humanidades,ESTATUTOS,Esc. constituc. 19/11/2008 (Reg.Asoc. 06/02/2009),06/02/2009
2019/01 situacion a  01/01/2019,15-00-012-H-H-000,S9499,Otras actividades asociativas n.c.o.p.,ESTATUTOS,Escr. nº 1.174 de 23/07/2003 (R.F. 04/03/2004),04/03/2004
2019/01 situacion a  01/01/2019,15-20-014-H-H-000,R9106,Actividades de archivos,ESTATUTOS,Escr. nº 260 de 15/03/2011 (R.F. 19/06/2012),19/06/2012
2019/01 situacion a  01/01/2019,15-48-011-C-C-000,P8559,Otra educación n.c.o.p.,ESTATUTOS,Convenio colaboración de 16 de mayo de 1989,16/05/1989
2019/01 situacion a  01/01/2019,15-00-001-C-C-000,P8510,Educación preprimaria,ESTATUTOS,Convenio Colaboración 24/09/2003 (BOPV 26/12/2003),24/09/2003
2019/01 situacion a  01/01/2019,15-00-020-H-H-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Escr. nº 1.099 de 25/04/2012 (R.F. 02/07/2012),02/07/2012
2019/01 situacion a  01/01/2019,15-00-014-H-H-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Escr. nº 4.051 de 14/12/2006 (R.F. 18/01/2007),18/01/2007
2019/01 situacion a  01/01/2019,15-00-000-B-V-012,O8411,Actividades generales de la Administración Pública,LEY,"9/2007, 29-6 BO País Vasco nº 140 de 20/07/2007",21/07/2007
2019/01 situacion a  01/01/2019,15-00-000-B-P-003,J6010,Actividades de radiodifusión,ESTATUTOS,"Esc.de const. de 04/11/1982 (Dec.158/1982, 19-07)",04/11/1982
2019/01 situacion a  01/01/2019,15-00-000-X-P-116,F4110,Promoción inmobiliaria,ESTATUTOS,Esc.const. de 27/12/2002,13/03/2003
2019/01 situacion a  01/01/2019,15-00-000-B-P-107,J6203,Gestión de recursos informáticos,ESTATUTOS,"Esc. de const. de 25/06/2003 (Dec.100/2003, 6-5)",29/11/2003
2019/01 situacion a  01/01/2019,15-00-000-B-U-010,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,LEY,"1/2006, 23-6 BO País Vasco nº 137 de 19/07/2006",20/01/2007
2019/01 situacion a  01/01/2019,15-00-000-B-V-003,O8412,"Regulación de las actividades sanitarias, educativas y culturales y otros servicios sociales, excepto Seguridad Social",LEY,"29/1983, 25-11 BO País Vasco nº 183 de 12/12/1983",13/12/1983
2019/01 situacion a  01/01/2019,15-00-000-B-U-002,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,LEY,"9/1982, 24-11 BO País Vasco nº 160 de 16/12/1982",16/12/1982
2019/01 situacion a  01/01/2019,15-00-000-B-U-009,O8412,"Regulación de las actividades sanitarias, educativas y culturales y otros servicios sociales, excepto Seguridad Social",LEY,"3/2007, 20-4 BO País Vasco nº 89 de 10/05/2007",11/05/2007
2019/01 situacion a  01/01/2019,15-00-000-B-P-001,J6010,Actividades de radiodifusión,ESTATUTOS,"Esc. de const. de 30/03/1984 (Dec. 77/1984, 20-03)",30/03/1984
2019/01 situacion a  01/01/2019,15-00-009-H-H-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Escr. nº 4.096 de 18/12/2006 (R.F. 29/12/2006),29/12/2006
2019/01 situacion a  01/01/2019,15-00-000-B-P-096,F4110,Promoción inmobiliaria,ESTATUTOS,"Esc. de const (Decreto 144/2000, de 18-7)",14/02/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-044,F4122,Construcción de edificios no residenciales,ESTATUTOS,Esc.const.de 22/10/1986,22/10/1986
2019/01 situacion a  01/01/2019,15-00-000-B-P-018,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,ESCRITURA,"de const.nº8086 de 30-12-1983 (Dec.279/1983, 19-12",30/12/1983
2019/01 situacion a  01/01/2019,19-00-001-C-C-000,P8543,Educación universitaria,ESTATUTOS,"de colab. de 28/06/85 (Ley Org. 2/1995, de 14/03)",15/03/1995
2019/01 situacion a  01/01/2019,19-00-000-X-P-001,E38,"Recogida, tratamiento y eliminación de residuos; valorización",ESCRITURA,,22/07/1993
2019/01 situacion a  01/01/2019,19-52-001-Z-P-003,J6020,Actividades de programación y emisión de televisión,ESCRITURA,,15/03/1995
2019/01 situacion a  01/01/2019,19-52-001-Z-V-004,R9103,Gestión de lugares y edificios históricos,B.O.P.,BOME de 08/06/2001,08/06/2001
2019/01 situacion a  01/01/2019,19-00-000-Z-O-001,M7220,Investigación y desarrollo experimental en ciencias sociales y humanidades,ESTATUTOS,Decreto 237 de 8/05/2008,09/05/2008
2019/01 situacion a  01/01/2019,19-52-001-Z-P-002,F412,Construcción de edificios,ESCRITURA,,15/03/1995
2019/01 situacion a  01/01/2019,19-00-000-Z-V-001,N7990,Otros servicios de reservas y actividades relacionadas con los mismos,DECRETO,"153, 14-03-2004. BOME 4067, 09-03-2004",27/03/2004
2019/01 situacion a  01/01/2019,19-00-000-Z-V-001,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,DECRETO,"153, 14-03-2004. BOME 4067, 09-03-2004",27/03/2004
2019/01 situacion a  01/01/2019,19-52-001-Z-P-001,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,ESCRITURA,,15/03/1995
2019/01 situacion a  01/01/2019,19-52-001-Z-V-002,P8543,Educación universitaria,B.O.E.,,15/03/1995
2019/01 situacion a  01/01/2019,19-00-001-H-H-000,S94,Actividades asociativas,ESTATUTOS,Esc. de constitución nº 750 de 13/04/2005,16/11/2005
2019/01 situacion a  01/01/2019,13-00-000-X-P-003,F412,Construcción de edificios,ESCRITURA,de constitución nº 1.101 de 25/10/1982,20/01/1983
2019/01 situacion a  01/01/2019,13-00-000-X-P-003,F4211,Construcción de carreteras y autopistas,ESCRITURA,de constitució nº 1.101 de 25/10/1982,20/01/1983
2019/01 situacion a  01/01/2019,13-00-000-X-P-002,H4910,Transporte interurbano de pasajeros por ferrocarril,ESTATUTOS,Anexos a la escritura de constitución,01/02/2007
2019/01 situacion a  01/01/2019,13-00-000-X-P-002,H5221,Actividades anexas al transporte terrestre,ESTATUTOS,Anexos a la escritura de constitución,01/02/2007
2019/01 situacion a  01/01/2019,13-00-000-B-P-036,J620,"Programación, consultoría y otras actividades relacionadas con la informática",ESTATUTOS,anexos a escritura de constitución de 18/01/2011,01/02/2011
2019/01 situacion a  01/01/2019,13-30-006-H-H-000,R910,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",ESTATUTOS,"escritura de constitución nº 1.190, de 21/03/2003",23/05/2003
2019/01 situacion a  01/01/2019,13-00-000-B-U-003,M6910,Actividades jurídicas,LEY,"3/1993, 16-07. BORM 184, 10/08/1993",11/08/1993
2019/01 situacion a  01/01/2019,13-00-000-B-U-003,O841,Administración Pública y de la política económica y social,LEY,"3/1993, 16-07. BORM 184, 10/08/1993",11/08/1993
2019/01 situacion a  01/01/2019,13-00-001-C-C-000,P8543,Educación universitaria,ESTATUTOS,"convenio de 08/07/2005, BORM nº 221 24/09/2005",09/07/2005
2019/01 situacion a  01/01/2019,13-00-000-B-V-010,Q8899,Otros actividades de servicios sociales sin alojamiento n.c.o.p.,LEY,"9/2002, 11-11. BORM 276, 28/11/2002",01/01/2003
2019/01 situacion a  01/01/2019,13-00-000-B-O-001,O8411,Actividades generales de la Administración Pública,ORDEN,"18/12/2006. BORM 297,27/12/2006",01/01/2007
2019/01 situacion a  01/01/2019,13-00-000-B-O-001,O8412,"Regulación de las actividades sanitarias, educativas y culturales y otros servicios sociales, excepto Seguridad Social",ORDEN,"18/12/2006. BORM 297,27/12/2006",01/01/2007
2019/01 situacion a  01/01/2019,13-00-008-H-H-000,P8543,Educación universitaria,ESTATUTOS,"Escritura de constitución nº 2.084, de 30/11/2007",25/06/2008
2019/01 situacion a  01/01/2019,13-00-000-B-I-004,R,"Actividades artísticas, recreativas y de entrenimiento",ESTATUTOS,Ley 14/2012 de 27-12 BORM nº 301 de 31/12/2012,01/01/2013
2019/01 situacion a  01/01/2019,13-00-000-B-I-003,K6499,"Otros servicios financieros, excepto seguros y fondos de pensiones n.c.o.p.",ESTATUTOS,"Decreto 133/2009, 15-05 BORM 112.",19/05/2009
2019/01 situacion a  01/01/2019,13-30-014-C-C-000,R9311,Gestión de instalaciones deportivas,ESTATUTOS,Conv. Colab. de 16/10/2002 (BORM 02/11/2002),16/10/2002
2019/01 situacion a  01/01/2019,13-00-000-B-O-004,O8411,Actividades generales de la Administración Pública,ORDEN,"de 02/01/12013, BORM nº 1 de 02/01/",02/02/2013
2019/01 situacion a  01/01/2019,13-00-001-H-H-000,M722,Investigación y desarrollo experimental en ciencias sociales y humanidades,ESCRITURA,de constitución nº 277 de 01/03/2005,22/03/2005
2019/01 situacion a  01/01/2019,13-30-001-C-C-000,O8425,Protección civil,ESTATUTOS,Orden de 19/06/1992 (BORM nº 142 de 20/06/1992),10/07/1992
2019/01 situacion a  01/01/2019,13-30-005-C-C-000,G461,Intermediarios del comercio,ESTATUTOS,"escritura Nº 1.709, de 11/06/1993",11/06/1993
2019/01 situacion a  01/01/2019,13-00-000-X-P-001,H4910,Transporte interurbano de pasajeros por ferrocarril,ESTATUTOS,Anexos a la escritura de constitución,31/01/2007
2019/01 situacion a  01/01/2019,13-00-000-X-P-001,H5221,Actividades anexas al transporte terrestre,ESTATUTOS,Anexos a la escritura de constitución,31/01/2007
2019/01 situacion a  01/01/2019,13-00-000-H-H-008,Q8899,Otros actividades de servicios sociales sin alojamiento n.c.o.p.,ESTATUTOS,"escritura de constitución nº 1.969, de 30/12/2002",13/02/2003
2019/01 situacion a  01/01/2019,13-30-003-H-H-000,Q86,Actividades sanitarias,ESCRITURA,"de constitución nº 2.834, de 17/12/2004",11/02/2005
2019/01 situacion a  01/01/2019,13-30-020-C-C-000,P8543,Educación universitaria,ESTATUTOS,convenio de colaboración de 23/10/1989,23/10/1989
2019/01 situacion a  01/01/2019,13-00-003-C-C-000,S9491,Actividades de organizaciones religiosas,ESTATUTOS,anexos Convenio Colaboración de 10/09/2009,10/09/2009
2019/01 situacion a  01/01/2019,13-30-012-C-C-000,N791,Actividades de agencias de viajes y operadores turísticos,ESTATUTOS,convenio de 04/03/03 BORM nº 66 de 21/03/03,04/03/2003
2019/01 situacion a  01/01/2019,13-00-000-B-P-024,E3600,"Captación, depuración y distribución de agua",ESTATUTOS,escritura de constitución nº 468 de 25/01/2006,23/03/2006
2019/01 situacion a  01/01/2019,13-00-000-B-I-006,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,LEY,Ley 10/12 de 5 de Diciembre BORM 10/12/2012,10/12/2012
2019/01 situacion a  01/01/2019,13-00-000-B-P-005,L6832,Gestión y administración de la propiedad inmobiliaria,ESTATUTOS,escritura de constitución nº 700 de 10/06/1986,19/11/1986
2019/01 situacion a  01/01/2019,13-00-000-B-U-007,E3600,"Captación, depuración y distribución de agua",DECRETO,"90/2002, 24-05. BORM 123, 29/05/2002",30/08/2002
2019/01 situacion a  01/01/2019,13-00-000-B-U-007,E3900,Actividades de descontaminación y otros servicios de gestión de residuos,DECRETO,"90/2002, 24-05. BORM 123, 29/05/2002",30/08/2002
2019/01 situacion a  01/01/2019,13-00-000-B-W-002,P8543,Educación universitaria,ESTATUTOS,"Decreto 111/2005, de 30 -9. BORM 07/10/2005",08/08/1998
2019/01 situacion a  01/01/2019,13-00-000-B-P-016,R931,Actividades deportivas,ESTATUTOS,Escritura de constitución nº 2784 de 30/12/2002,28/02/2003
2019/01 situacion a  01/01/2019,13-30-023-C-C-000,L6832,Gestión y administración de la propiedad inmobiliaria,ESTATUTOS,convenio de 03/12/2004 BORM nº 297 de 24/12/2004,03/12/2004
2019/01 situacion a  01/01/2019,13-00-000-B-O-002,J5819,Otras actividades editoriales,LEY,"6/2009, 9-10. BORM nº 245 de 23/10/2009",01/01/2010
2019/01 situacion a  01/01/2019,13-00-000-B-O-002,O8411,Actividades generales de la Administración Pública,LEY,"6/2009, 9-10. BORM nº 245 de 23/10/2009",01/01/2010
2019/01 situacion a  01/01/2019,13-00-000-B-O-005,A0161,Actividades de apoyo a la agricultura,DECRETO,13/2006 de 17 de marzo BORM 26/3/2006,27/03/2006
2019/01 situacion a  01/01/2019,13-00-000-B-O-005,M72,Investigación y desarrollo,DECRETO,13/2006 de 17 de marzo BORM 26/3/2006,27/03/2006
2019/01 situacion a  01/01/2019,13-00-000-B-U-005,O8430,Seguridad Social obligatoria,LEY,"4/1994, 26-7. BORM 176, 04/08/1994",01/01/1995
2019/01 situacion a  01/01/2019,13-00-000-B-U-005,Q86,Actividades sanitarias,LEY,"4/1994, 26-7. BORM 176, 04/08/1994",01/01/1995
2019/01 situacion a  01/01/2019,13-00-000-B-W-001,P8543,Educación universitaria,REAL DECRETO,948/1995 de 9/6. BOCM nº 0156 de 07/07/1995,01/10/1995
2019/01 situacion a  01/01/2019,13-30-002-C-C-000,N8129,Otras actividades de limpieza,ESTATUTOS,Orden de 30/11/1994; B.O.R.M nº 11 de 14/01/95,30/11/1994
2019/01 situacion a  01/01/2019,13-30-011-H-H-000,R900,"Actividades de creación, artísticas y espectáculos",ESTATUTOS,Escritura nº 489/10 de 18 febrero 2010,01/07/2010
2019/01 situacion a  01/01/2019,13-00-000-H-H-009,S9499,Otras actividades asociativas n.c.o.p.,ESTATUTOS,"escritura de constitución nº 4.188, de 09/09/2002",07/01/2003
2019/01 situacion a  01/01/2019,13-00-000-X-P-004,H,Transporte y almacenamiento,ESTATUTOS,Anexos escrit. de constituc. nº1.702 de 01/10/1999,07/01/2000
2019/01 situacion a  01/01/2019,13-00-000-H-H-006,M72,Investigación y desarrollo,ESTATUTOS,"escritura de constitución nº 3.174, de 23/07/2001",13/09/2001
2019/01 situacion a  01/01/2019,13-00-000-B-U-002,M7022,Otras actividades de consultoría de gestión empresarial,LEY,"6/1986, 24-05. BORM 147, 28/06/1986",29/06/1986
2019/01 situacion a  01/01/2019,13-00-000-B-U-002,M72,Investigación y desarrollo,LEY,"6/1986, 24-05. BORM 147, 28/06/1986",29/06/1986
2019/01 situacion a  01/01/2019,13-00-000-B-U-002,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,LEY,"6/1986, 24-05. BORM 147, 28/06/1986",29/06/1986
2019/01 situacion a  01/01/2019,13-00-000-H-H-004,J581,"Edición de libros, periódicos y otras actividades editoriales",ESTATUTOS,"escritura de constitución nº 1.254, de 15/04/1991",20/11/1992
2019/01 situacion a  01/01/2019,13-00-000-C-C-002,R9311,Gestión de instalaciones deportivas,ESTATUTOS,BORM nº 25 de 31/01/2004,31/01/2004
2019/01 situacion a  01/01/2019,13-00-000-H-H-001,J61,Telecomunicaciones,ESTATUTOS,"Escritura de constitución nº629, de 10/02/1998",31/07/1998
2019/01 situacion a  01/01/2019,13-00-000-H-H-001,M72,Investigación y desarrollo,ESTATUTOS,"Escritura de constitución nº629, de 10/02/1998",31/07/1998
2019/01 situacion a  01/01/2019,13-00-000-H-H-003,M72,Investigación y desarrollo,ESTATUTOS,"escritura de constitución nº3.425, de 20/12/1996",13/01/1997
2019/01 situacion a  01/01/2019,13-00-000-B-I-005,N79,"Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos",ESTATUTOS,Ley 14/2012 de 27-12 BORM nº 301 de 31/12/2012,01/01/2013
2019/01 situacion a  01/01/2019,13-00-000-B-I-005,O841,Administración Pública y de la política económica y social,ESTATUTOS,Ley 14/2012 de 27-12 BORM nº 301 de 31/12/2012,01/01/2013
2019/01 situacion a  01/01/2019,17-46-007-C-C-000,R932,Actividades recreativas y de entretenimiento,ACUERDO,12.05.1987,12/05/1987
2019/01 situacion a  01/01/2019,17-46-015-H-H-000,R93,"Actividades deportivas, recreativas y de entretenimiento",ESCRITURA,esc const nº 3.136 de 30/06/1999 (R.F.:24/01/2000),24/01/2000
2019/01 situacion a  01/01/2019,17-00-000-B-P-024,H51,Transporte aéreo,ESTATUTOS,E. de constit. nº236 de 21/01/2003 (R.M.11/03/03),11/03/2003
2019/01 situacion a  01/01/2019,17-46-026-H-H-000,M7220,Investigación y desarrollo experimental en ciencias sociales y humanidades,ESTATUTOS,Escrit. nº 993 de 6 de marzo 2008 (R.F.30/07/2008),30/07/2008
2019/01 situacion a  01/01/2019,17-00-000-B-P-070,J6020,Actividades de programación y emisión de televisión,ESTATUTOS,escritura de constitución nº 404 de 5/04/2017,25/05/2017
2019/01 situacion a  01/01/2019,17-00-000-B-U-004,R9003,Creación artística y literaria,LEY,"9/1986, 30-12",08/01/1987
2019/01 situacion a  01/01/2019,17-00-001-N-N-000,R9329,Otras actividades recreativas y de entretenimiento,ESTATUTOS,"LEY ORGÁNICA 5/1982, 1-7",02/07/1982
2019/01 situacion a  01/01/2019,17-00-000-B-W-001,P854,Educación postsecundaria,REAL DECRETO,"2633/1985, de 10 de noviembre",31/12/1985
2019/01 situacion a  01/01/2019,17-00-005-H-H-000,O842,Prestación de servicios a la comunidad en general,ESTATUTOS,esc. const. nº 4.441 de 22/10/1997 (RF:04/12/1997),04/12/1997
2019/01 situacion a  01/01/2019,17-00-038-H-H-000,Q88,Actividades de servicios sociales sin alojamiento,ESTATUTOS,"Esc. Const.nº220, de 30/01/1997 (R.F.08/05/1997)",08/05/1997
2019/01 situacion a  01/01/2019,17-00-000-B-U-036,O8411,Actividades generales de la Administración Pública,LEY,"21/2017, de 28 de diciembre, MFGAF y Org. de la G",01/01/2018
2019/01 situacion a  01/01/2019,17-12-006-H-H-000,P8559,Otra educación n.c.o.p.,ESTATUTOS,"Esc. const. nº1781, de 4/11/2002 (R.F.15/05/03)",15/05/2003
2019/01 situacion a  01/01/2019,17-00-002-N-N-000,S941,"Actividades de organizaciones empresariales, profesionales y patronales",RESOLUCION,Resolucón de 31/07/1995 de la D.G. Justicia,31/07/1995
2019/01 situacion a  01/01/2019,17-12-016-C-C-000,O8411,Actividades generales de la Administración Pública,ESTATUTOS,Estatutos,27/04/2007
2019/01 situacion a  01/01/2019,17-12-014-C-C-000,Q8610,Actividades hospitalarias,ESTATUTOS,Convenio colab.17/12/2003 (entra vigor 01/01/2004),01/01/2004
2019/01 situacion a  01/01/2019,17-00-028-H-H-000,M72,Investigación y desarrollo,ESCRITURA,"nº592, de 02/04/1996 (R.F.27/04/1998)",27/04/1998
2019/01 situacion a  01/01/2019,17-00-028-H-H-000,P85,Educación,ESCRITURA,"nº592 nº592, de 02/04/1996 (R.F.27/04/1998)",27/04/1998
2019/01 situacion a  01/01/2019,17-00-028-H-H-000,R91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",ESCRITURA,"nº592, de 02/04/1996 (R.F.27/04/1998)",27/04/1998
2019/01 situacion a  01/01/2019,17-03-008-H-H-000,M72,Investigación y desarrollo,ESCRITURA,"Const.nº 1.335, de 27/07/2010 (R.F. 22/11/2010)",22/11/2010
2019/01 situacion a  01/01/2019,17-00-000-B-V-016,P85,Educación,ESTATUTOS,"Decreto 82/2009, de 12/06 DOCV 17/06/2009",17/06/2009
2019/01 situacion a  01/01/2019,17-46-026-C-C-000,J6130,Telecomunicaciones por satélite,ESTATUTOS,Acuerdo de 12/03/2010 (DOCV 6227 de 16/03/2010),12/03/2010
2019/01 situacion a  01/01/2019,17-00-000-B-V-018,O8424,Orden público y seguridad,LEY,"Ley 4/2017, de 3 de febrero, de la Generalitat",10/02/2017
2019/01 situacion a  01/01/2019,17-46-022-H-H-000,P85,Educación,ESTATUTOS,E subsan const nº183 de 16/01/2007(RF:26/01/2007),26/01/2007
2019/01 situacion a  01/01/2019,17-00-000-B-I-002,H49,Transporte terrestre y por tubería,LEY,"1/2015, 6 febrero (DOCV 7464 12/2/2015)",12/03/2015
2019/01 situacion a  01/01/2019,17-12-008-H-H-000,R9102,Actividades de museos,ESTATUTOS,"BOPC, de 28/05/1996",22/08/1996
2019/01 situacion a  01/01/2019,17-00-000-B-U-033,A0161,Actividades de apoyo a la agricultura,LEY,"Ley 10/2006, de 26/12 (DOGV nº 5416, de 28/12/06)",01/01/2007
2019/01 situacion a  01/01/2019,17-46-018-C-C-000,Q8610,Actividades hospitalarias,ESTATUTOS,01/01/2002 BOPV nº 310 de 31/12/2001,01/01/2002
2019/01 situacion a  01/01/2019,17-46-028-C-C-000,E38,"Recogida, tratamiento y eliminación de residuos; valorización",ACUERDO,Acuerdo 31/10/2006,31/10/2006
2019/01 situacion a  01/01/2019,17-00-034-H-H-000,P856,Actividades auxiliares a la educación,ESCRITURA,"Const. núm.600, de 08/03/1993 (R.F.19/05/1994)",19/05/1994
2019/01 situacion a  01/01/2019,17-00-000-B-U-034,O8411,Actividades generales de la Administración Pública,LEY,"Ley 11/2016, de 28 de noviembre (DOGV 30/11/2016)",01/12/2016
2019/01 situacion a  01/01/2019,17-12-005-H-H-000,P8560,Actividades auxiliares a la educación,ESTATUTOS,"constitución nº 2792, de 26/10/2006 (R.F.12/12/06)",12/12/2006
2019/01 situacion a  01/01/2019,17-00-030-H-H-000,Q8690,Otras actividades sanitarias,ESTATUTOS,"nº2.667, de 20/10/2008.(R.F. 13/01/2009)",13/01/2009
