version,comunidad,codigo_ente,tipo_ente,accionista_mayoritario,nombre,cif,capital_social,finalidad,regimen_contable,regimen_presupuestario,sector_admin_publica,fuente_alta,alta_desde,ente_proviene,direccion,localidad,codigo_postal,provincia,telefono,fax,sitio_web,email
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-P-114,SOCIEDADES MERCANTILES,C. Autónoma,Agencia Vasca de Internacionalización-Basque Trade And Investment Sociedad Anónima,A95903027,"60.000,00","Promover la internacionalización de la economía y de las empresas vascas, dando soporte a las empresas en su proyección internacional.",Privado,Estimativo,Pendiente -                               ,"ESCRITURA   de constitución (Dec.241/2017, 31-10)",28/12/2017, ,Calle Alameda Urquijo 36,Bilbao,48011,Bizkaia,,,,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-P-028,SOCIEDADES MERCANTILES,C. Autónoma,"Osatek, S.A.",A01126309,"3.123.000,00",Prestación y provisión de servicios de apoyo al sistema sanitario y social vasco,Privado,Estimativo,Si - CCAA                          ,"ESCRITURA   de const. de 24/07/1992 (Dec.159/1992, 09-06)", 24/07/1992, ,"Calle Alameda Urquijo. Edificio Plaza Bizkaia 36, 5º",Bilbao,48011,Bizkaia,944007112,,www.osakidetza.euskadi.eus,coordinacion@osakidetza.eus
2019/01 situacion a  01/01/2019,País Vasco,50 -00-002-N-N-000,OTRAS INSTITUCIONES SIN ÁNIMO DE LUCRO,,Conferencia de Rectores de las Universidades Españolas (CRUE),G81093072,0,"Promoción y desarrollo de la educación superior y la investigación universitaria, así como fomento y refuerzo de la cooperación y proyección univers.",Privado,Estimativo,Si - CCAA                          ,ACTA Fundacional de 14-12-1994 (Reg. Asoc. 20/06/1995),20/06/1995, ,Plaza De las Cortes 2,Madrid,28014,Madrid,913601200,913601201,www.crue.org,info@crue.org
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-V-010,OO.AA.ADMINISTRATIVOS,,Lanbide-Servicio Vasco de Empleo,Q0100571I,0,"Contribuir al pleno desarrollo del derecho al empleo, estable y de calidad, favorecer la configuración de un mercado de trabajo.",Público,Limitativo,Si - CCAA                          ,"LEY 3/2011, 13-10 BO País Vasco nº 207 de 02/11/2011",03/11/2011, ,"Calle José Atxotegi, Lanbide Vitoria-Gasteiz Txagorritxu 1",Vitoria-Gasteiz,01009,Álava,945160600,,www.lanbide.euskadi.eus,
2019/01 situacion a  01/01/2019,País Vasco,15-01-008-C-C-000,CONSORCIOS,,Consorcio para el Estímulo y Desarrollo de la Formación Profesional en Vitoria-Gasteiz y Álava,P0100369H,0,Estimular las enseñanzas de formación profesional,Público,Limitativo,Si - EELL                          ,ACUERDO   D. Foral de Navarra (Agosto 1977), 11/01/1980, ,Calle Donostia-San Sebastián 1,VITORIA-GASTEIZ,01010,Álava,945018433,945018336,www.hezkuntza.ejgv.euskadi.net,huissape@ej-g
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-X-P-013,SOCIEDADES MERCANTILES,Mayoría Pública conjunta,"Vía, Promoción del Aeropuerto de Vitoria, S.A.",A01159045,"672.000,00",Promoción y desarrollo del aeropuerto internacional de Vitoria-Gasteiz,Privado,Estimativo,Pendiente -                               ,"ESCRITURA   de const. de 23/06/1994 (Dec. 158/1994, de 12-04)",07/11/1994, ,Calle Eduardo Dato 38,Vitoria-Gasteiz,01005,Álava,945141800,945143156,www.via.com,info@via.com.es
2019/01 situacion a  01/01/2019,País Vasco,15-00-012-N-N-000,OTRAS INSTITUCIONES SIN ÁNIMO DE LUCRO,,Asociación Instituto de Investigación Sanitaria Biocruces,G95756334,0,"Promover la investigación biomédica, epidemiológica, de salud pública y en servicios sanitarios",Privado,Estimativo,Si - CCAA                          ,ESCRITURA   constitución de 20/02/2014 (Reg.Asoc. 14/05/2014),14/05/2014, ,Plaza de Cruces 12,Barakaldo,48903,Vizcaya,946006073,,www.biocruces.com,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-U-001,ENTES PÚBLICOS,,Euskal Irrati Telebista/Radiotelevisión Vasca (EITB),Q0191001G,0,Relación con los servicios de radiodifusión y televisión.,Privado,Estimativo,Si - CCAA                          ,"LEY 5/1982, 20-5 BO País Vasco nº 71 de 02/06/1982",03/06/1982, ,Calle Capuchinos de Basurto 2,Bilbao,48013,Bizkaia,,,www.eitb.eus,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-U-007,ENTES PÚBLICOS,,Instituto Vasco de Finanzas,Q4800713B,0,Instrumento de la política financiera y de crédito público de la Administración de la Comunidad Autónoma de Euskadi.,Privado,Estimativo,Si - CCAA                          ,"LEY 15/2007, 28-12 BO País Vasco nº 250 de 31/12/2007",01/01/2008, ,Calle Donostia-San Sebastián 1,Vitoria-Gasteiz,01010,Álava,945019113,,www.ogasun.ejgv.euskadi.net,info@ivf-fei.eus
2019/01 situacion a  01/01/2019,País Vasco,15-00-008-N-N-000,OTRAS INSTITUCIONES SIN ÁNIMO DE LUCRO,,BC3 Basque Centre For Climate Change-Klima Aldaketa Ikergai,G95532826,0,Constitución de un Centro de investigación de excelencia en materia de cambio climático.,Privado,Estimativo,Si - CCAA                          ,ESCRITURA   constitución de 17/04/2008 (Reg Asoc. 07/10/2008),07/10/2008, ,Calle Alameda Urquijo 4 4º 1,Bilbao,48008,Bizkaia,944014690,,www.bc3research.org,info@bc3research.org
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-U-011,ENTES PÚBLICOS,,Consejo de la Juventud de Euskadi,Q9850001J,0,"Ser un cauce de participación de los jóvenes en el desarrollo político, social, económico y cultural de Euskadi",Público,Limitativo,Si - CCAA                          ,"LEY 6/1986, de 27/05 (BOE 30/03/2012)",30/03/2012, ,Calle Ramiro de Maeztu 15,Vitoria-Gasteiz,01008,Álava,945220601,,www.egk.eus,
2019/01 situacion a  01/01/2019,País Vasco,15-20-005-C-C-000,CONSORCIOS,,Consorcio Autoridad Territorial del Transporte de Gipuzkoa,Q2000559A,0,"Coadyuvar a la definición de las políticas de ordenación del transporte, a la coordinación de la política común del transporte",Público,Limitativo,Si - EELL                          ,ESCRITURA   de 14/02/2011 (Convenio Colab. BOPV 15/11/2010),14/02/2011, ,Plaza Easo Kalea 74,Donostia-San Sebastián,20006,Gipuzkoa,,,www.atgipuzkoa.eus,info@atgipuzkoa.eus
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-X-P-101,SOCIEDADES MERCANTILES,Mayoría Pública conjunta,"Ziurtapen eta Zerbitzu Enpresa-Empresa de Certificación y Servicios Izenpe, S.A.",A01337260,"1.200.000,00",Fomento del uso y potenciación del desarrollo del gobierno electrónico sobre redes de telecomunicaciones.,Privado,Estimativo,No -                               ,ESCRITURA   de constitución de 07/06/2002 (RM 14/10/2002),14/10/2002, ,Avenida Mediterráneo 14,Vitoria-Gasteiz,01010,Álava,945016290,,www.izenpe.com,info@izenpe.com
2019/01 situacion a  01/01/2019,País Vasco,15-00-003-H-H-000,FUNDACIONES,,Elika Nekazaritzako Elikagaien Segurtasunerako - Fundación Vasca para la Seguridad Agroalimentaria,G01314269,0,Garantizar la seguridad de los productos agroalimentarios e impulsar y promover calidad y producción.,Privado,Estimativo,Si - CCAA                          ,ESCRITURA   nº 207 de 10 de enero de 2001 (R.F. 29/03/2001),29/03/2001, ,Calle Granja Modelo s/n,Arkaute,01192,Alava,945122170,945122171,www.elika.eus/es/,berri@elika.eus
2019/01 situacion a  01/01/2019,País Vasco,15-00-006-N-N-000,OTRAS INSTITUCIONES SIN ÁNIMO DE LUCRO,,Asociación Centro de Investigación Cooperativa en Nanociencias - CIC Nanogune,G20903449,0,"Concepción, producción, promoción, difusión, aplicación y explotación de conocimientos científicos y tecnológicos del área de las nanociencias.",Privado,Estimativo,Si - CCAA                          ,ESCRITURA   constitución de 28/02/2006 (Reg Asoc. 22/03/2006),22/03/2006, ,Avenida de Tolosa Hiribidea 76,Donostia-San Sebastián,20018,Gipuzkoa,943574000,,www.nanogune.eu,nano@nanogune.eu
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-F-P-110,SOCIEDADES MERCANTILES,Minoría Publica conjunta,"Ibil Gestor de Carga de Vehículo Eléctrico, S.A.",A95625042,"6.000.000,00",Implantacion y operacion de un sistema de carsharing electrico,Privado,Estimativo,Pendiente -                               ,"ESCRITURA   de constitución de 13/10/2010 (Dec.255/2010,05-10)",12/11/2010, ,Ronda de Azkue (Torre BEC) 1,Barakaldo,48902,Bizkaia,946123123,946123050,www.ibil.es,atencionalcliente@ibil.es
2019/01 situacion a  01/01/2019,País Vasco,15-48-010-H-H-000,FUNDACIONES,,Fundación Museo de la Paz de Gernika / Gernikako Bakearen Museoa Fundazioa,G95222949,0,"Dirección, mantenimiento, conservación y promoción del Museo de la Paz de Gernika.",Privado,Estimativo,Si - CCAA                          ,ESCRITURA   nº 1.936 de 30/09/2002 (R.F. 03/05/2004),03/05/2004, ,Plaza de los Fueros 1,Gernika-Lumo,48300,Bizkaia,946270213,946258608,www.museodelapaz.org,museoa@gernika-lumo.net
2019/01 situacion a  01/01/2019,País Vasco,15-01-004-H-H-000,FUNDACIONES,,"Fundación Investigación Universidad Empresa, Jakintza Lanezko Ikerkuntza (EUSKOIKER)",G48112155,0,Fomentar e intensificar las relaciones Universidad - Empresa,Privado,Estimativo,Pendiente -                               ,ESCRITURA   Orden de 06/11/1997 Inscripción R.Fundaciones, 06/11/1997, ,Calle Gran Via de Don Diego López de Haro 38,Bilbao,48008,Bizkaia,944795688,944153905,http://www.euskoiker.ehu.es,euskoiker@euskoiker.es
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-X-P-010,SOCIEDADES MERCANTILES,Mayoría Pública conjunta,"Centro de Transporte de Vitoria, S.A. (CTV)",A01056084,"16.085.328,00","Promoción, instalación y explotación del Centro de Transportede Vitoria y su recinto aduanero",Privado,Estimativo,No -                               ,"ESCRITURA   de const. de 27/12/1989 (Dec. 143/1992, de 20-06)",24/07/1990, ,"Calle Lermandabide, Polígono Industrial de Júndiz 8",Vitoria-Gasteiz,01015,Álava,945290441,945290159,www.ctvitoria.com,ctv@ctvitoria.com
2019/01 situacion a  01/01/2019,País Vasco,15-00-021-H-H-000,FUNDACIONES,,Fundación Artium de Álava,G01315530,0,Gestionar y dirigir el Centro Museo Vasco de Arte Contemporáneo Artium de Álava.,Privado,Estimativo,  - ,  ACUERDO   Patronato de 11/07/2002 modificación de Estatutos, 11/07/2002, ,Calle Francia 24,Vitoria-Gasteiz,01002,Álava,945209000,,www.artium.org,
2019/01 situacion a  01/01/2019,País Vasco,15-48-013-C-C-000,CONSORCIOS,,Consorcio de Transportes de Bizkaia,G48108203,0,Participar y gestionar las obras de Infraestructura del Ferrocarril Metropolitano de Bilbao.,Público,Limitativo,Si - CCAA                          ,"LEY 44/1975, 30-12 (traspaso RD 1446/1981 BOE 18/7/81)",01/06/1981, ,Calle Ugasko 5 1ª pl,Bilbao,48014,Bizkaia,944766150,944750021,www.ctb.eus,partzuergoa@cotrabi.eus
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-P-042,SOCIEDADES MERCANTILES,C. Autónoma,"Deba Bailarako Industrialdea, S.A.",A20094561,"14.873.115,00",Estímulo y promoción de la iniciativa y la inversión industrial en la comarca del Alto y Bajo Deba.,Privado,Estimativo,Si - CCAA                          ,"ESCRITURA   de const. de 19/09/1984 (Acuerdo Gob, 17/07/1984)", 19/09/1984, ,"Polígono Ibitarte, 5 - 1º planta 5",Elgoibar,20870,Gipuzkoa,943741126,,www.sprilur.es,debabailarako@industrialdea.spri.es
2019/01 situacion a  01/01/2019,País Vasco,15-00-019-H-H-000,FUNDACIONES,,Basque Center for Macromolecular Design and Engineering-Polymat Fundazioa,G75067454,0,Constituir un centro de investigación orientada y estratégica de excelencia a nivel internacional,Privado,Estimativo,Si - CCAA                          ,ESCRITURA   nº 1.101 de 25/04/2012 (R.F. 29/06/2012),29/06/2012, ,Calle IBAETA CAMPUS UPV/EHU. Avenida de Tolosa 72,Donostia - San Sebastián â?? Gipuzkoa,20018,Bizkaia,943506061,,www.bcmaterials.net,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-P-023,SOCIEDADES MERCANTILES,C. Autónoma,"Vivienda y Suelo Euskadi, S.A. - Euskadiko Etxebizitza eta Lurra, E.A. (VISESA)",A20306775,"37.241.708,58","Promoción y rehabilitación de viviendas, preferentemente de protección oficial",Privado,Estimativo,Si - CCAA                          ,"ESCRITURA de const. de 12/02/1990 (Dec.258/1989, 21-11)",26/03/1990, ,- Portal de Gamarra 1A - Bajo 1A,Vitoria,01013,Álava,945214038,945241609,www.visesa.com,gasteiz@visesa.eus
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-U-004,ENTES PÚBLICOS,,Red Ferroviaria Vasca-Euskal Trenbide Sarea (ETS),S0100001G,0,Administración de las infraestructuras ferroviarias competencia de la Comunidad Autónoma de Euskadi.,Privado,Estimativo,Si - CCAA                          ,"LEY 6/2004, 21-05 BO País Vasco nº 103 de 02/06/2004",02/09/2004, ,"Calle San Vicente, Edificio Albia 8 14ª",Bilbao,48001,Bizkaia,946572600,,WWW.ets-rfv.euskadi.eus,komunikazioa@ets-rfv.eus
2019/01 situacion a  01/01/2019,País Vasco,15-00-003-N-N-000,OTRAS INSTITUCIONES SIN ÁNIMO DE LUCRO,,Asociación Instituto Biodonostia,G75020313,0,"Promover la investigación biomédica, epidemilogíca, de salud pública y en servicios sanitarios.",Privado,Estimativo,Si - CCAA                          ,ESCRITURA   constitución de 17/02/2010 (Reg Asoc. 14/06/2010),14/06/2010, ,Paseo del Dr. Beguiritain S/N,Donostia-San Sebastián,20014,Gipuzkoa,,,www.biodonostia.org,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-X-P-106,SOCIEDADES MERCANTILES,Mayoría Pública conjunta,"Sestao Berri 2010, S.A.",A95378014,"60.102,00",Desarrollo integral del Plan Especial de Regeneración y Rehabilitación Interior PERRI Txabarri,Privado,Estimativo,Si - CCAA                          ,"ESCRITURA   de const. de 11/07/2005 (Decreto 71/2005, 05-04)",01/08/2005, ,Plaza Los Tres Concejos 1-bajo,Sestao,48910,Bizkaia,944064460,946574349,www.sestaoberri2010.com,info@sestaoberri2010.com
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-V-009,OO.AA.ADMINISTRATIVOS,,Academia Vasca de Policía y Emergencias (AVPE),Q5150008J,0,Crear las condiciones y medios para lograr el desarrollo de su actividad.,Público,Limitativo,Si - CCAA                          ,"LEY 15/2012, 28-6 BO País Vasco nº 132 de 06/07/2012",07/07/2012,15-00-000-B-V-006,Carretera N-104 km. 356 ,Arkaute,01192,Álava,,,www.arkauteakademia.net,
2019/01 situacion a  01/01/2019,País Vasco,15-00-005-H-H-000,FUNDACIONES,,Fundación Joven Orquesta de Euskal Herria - Euskal Herriko Gazte Orkestra Fundazioa,G01247915,0,"Promoción de valores musicales entre los jóvenes vascos, mediante el apoyo a su formación musical.",Privado,Estimativo,Si - CCAA                          ,ESCRITURA   nº 453 de 14/7/1997 (R.F. 28/07/1997),28/07/1997, ,Calle Donostia-San Sebastián 1,Vitoria-Gasteiz,01010,ÁLAVA,945253500,945253874,www.egofundazioa.org,info@egofundazioa.org
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-P-038,SOCIEDADES MERCANTILES,C. Autónoma,"Abanto Zierbenako Industrialdea, S.A.",A48180756,"  4.436.200,00","Construcción, promoción y gestión del polígono industrial de Abanto-Zierbena, así como cualquier otra actividad relacionada con dicho polígono.",Privado,Estimativo,Si - CCAA                          ,"ESCRITURA   de const. de 11/12/1985 (Decreto 159/1990, 05-06)", 11/12/1985, ,"Polígono Industrial El Campillo, Edif. de Oficinas Pl.1ª, Dpto.12 ",Abanto-Zierbena,48500,Bizkaia,946363350,,www.sprilur.es,abanto@industrialdea.spri.es
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-P-095,SOCIEDADES MERCANTILES,C. Autónoma,"Bizkaia Sortaldeko Industrialdea, S.A.",A95133567,"8.188.588,94",Estimular y promover la iniciativa y la inversión industrial en el territorio histórico de Bizkaia.,Privado,Estimativo,No -                               ,"ESCRITURA   de const. de 30/11/2000 (Dec.125/2000, 4-7)",03/04/2001, ,Calle Okamika Goikoa (Polígono Industrial Okamik) s/n,Guizaburuaga,48289,Bizkaia,946842211,,www.sprilur.es,mallabia@industrialdea.spri.es
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-P-080,SOCIEDADES MERCANTILES,C. Autónoma,"Hazi Landa eta Itsas Ingurunearen Garapenerako Korporazioa, S.A. en liquidación",A01150770,"3.369.723,00",El desarrollo de cuantas actividades se consideren necesarias en orden a conseguir el Desarrollo Rural y del Sector  Primario,Privado,Estimativo,Si - CCAA                          ,"  DECRETO   36/1997, 18-02 (BOPV 03/03/1997)", 03/03/1997, ,Calle Arkaute s/n,Vitoria-Gasteiz,01120,Álava,,,,
2019/01 situacion a  01/01/2019,País Vasco,15-48-013-H-H-000,FUNDACIONES,,Fundación Museo de Bellas Artes de Bilbao,G95122321,0,"La dirección, mantenimiento, conservación y promoción del Museo de Bellas Artes de Bilbao",Público,Estimativo,Si - EELL                          ,ESCRITURA   nº 2274 de 15/11/2000 (R.F. 29/03/2001),29/03/2001, ,Plaza Museo 2,Bilbao,48009,Bizkaia,944396060,944396145,www.museobilbao.com,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-P-110,SOCIEDADES MERCANTILES,C. Autónoma,"Bilbao Exhibition Centre Solar, A.I.E.",V95296513,"275.000,00",Explotación de planta solar fotovoltaica en Barakaldo,Privado,Estimativo,Si - CCAA                          ,ESCRITURA   de constitución de 15/01/2004 (RM 25/02/2004),25/02/2004, ,Ronda de Azkue 1,Barakaldo,48902,Vizcaya,,,,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-X-P-113,SOCIEDADES MERCANTILES,Mayoría Pública conjunta,"Burtzeña Enpresa Parkea, S.A.",A95137840,"17.289.568,00",Estimar y promover la iniciativa y la inversión de actividades económicas en Burtzeña.,Privado,Estimativo,Si - CCAA                          ,ESCRITURA   de constitución de 29/12/2000 (RM 06/03/2001),06/03/2001, ,Calle Herriko Plaza 1,Barakaldo,48901,Bizkaia,944180273,,www.burtzenaparkea.com,info@burtzenaparkea.com
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-V-005,OO.AA.ADMINISTRATIVOS,,Emakunde-Instituto Vasco de la Mujer,Q5150004I,0,"La igualdad real y efectiva de mujeres y hombres en todos los ámbitos de la vida política, económica, cultural y social del País Vasco.",Público,Limitativo,Si - CCAA                          ,"LEY 2/1988, 5-2 BO País Vasco nº 45 de 04/03/1988",04/03/1988, ,Calle Manuel Iradier 36,Vitoria-Gasteiz,01005,Álava,945016700,945016701,www.emakunde.euskadi.eus,emakunde@euskadi.eus
2019/01 situacion a  01/01/2019,País Vasco,15-48-015-N-N-000,OTRAS INSTITUCIONES SIN ÁNIMO DE LUCRO,,Asociación para la revitalización del Bilbao Metropolitano (BM30),G48479125,0,Realización de acciones de promoción y estudio encaminadas hacia la revitalización del Bilbao Metropolitano.,Privado,Estimativo,Si - CCAA                          ,ESCRITURA   constitución de 09/05/1991 (Reg Asoc. 18/12/1991),18/12/1991, ,Calle Gran Vía 45,Bilbao,48011,Bizkaia,944158685,,www.bm30.es,info@bm30.es
2019/01 situacion a  01/01/2019,País Vasco,15-00-016-H-H-000,FUNDACIONES,,Fundación Filmoteca Vasca/Euskadiko Filmategia Fundazioa,G20854410,0,"Investigación, recuperación, archivo, conservación de películas y obras audiovisulaes de interés para el estudio del cine en general y del vasco",Privado,Estimativo,Si - CCAA                          ,ESCRITURA   nº 3.984 de 29/11/2004 (R.F. 27/05/2005),27/05/2005, ,Calle Sancho el Sabio (trasera) 17,Donostia-San Sebastián,20010,Gipuzkoa,,,www.filmotecavasca.com,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-P-111,SOCIEDADES MERCANTILES,C. Autónoma,"Alokabide, S.A.",A01300706,"12.020.242,08",Promoción y rehabilitación de viviendas para arrendamiento,Privado,Estimativo,Si - CCAA                          ,"ESCRITURA   Esc. de declaración de unip. (Dec.65/2011, 29/03)",17/06/2011,15-00-000-F-P-108,- Portal de Gamarra 1A-2º,Vitoria-Gasteiz,01013,Álava,945214050,945068440,www.alokabide.euskadi.eus,alokabide@alokabide.eus
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-P-106,SOCIEDADES MERCANTILES,C. Autónoma,"Biscay Marine Energy Platform, S.A.",A95671244,"23.000.000,00",Desarrollo e instalación de infraestructura de ensayo y demostración de convertidores de energías renovables marinas,Privado,Estimativo,Si - CCAA                          ,"ESCRITURA   de const.nº4284 de 27/12/2011 (Dec.270/2011,20-11)",01/02/2012, ,Calle Atalaia - Barrio de Armintza 2,Lemoiz,48620,Bizkaia,94687983,,www.bimep.com/www.eve.eus,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-F-P-105,SOCIEDADES MERCANTILES,Minoría Publica conjunta,"Hazilur Enpresen Sustapena, S.A.",A01451400,"2.440.000,00",,Privado,Estimativo,No -                               ,ESCRITURA   de const. de 24/11/2008 (R.M. 20/03/2009),20/03/2009, ,Calle Granja Modelo s7N,Arkaute,01192,Álava,,,www.hazilur.com,hazilur@hazi.eus
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-X-P-035,SOCIEDADES MERCANTILES,Mayoría Pública conjunta,"Tenedora Museo de Arte Moderno y Contemporáneo de Bilbao, S.L.",B48710131,"110.320.193,58",,Privado,Estimativo,Si - CCAA                          ,"ESCRITURA   de const. de 07/04/1995 (Dec.460/1994, 29-11)",03/05/1995, ,Calle Abandoibarra Etorbidea 2,Bilbao,48009,Bizkaia,944359000,,www.guggenheim-bilbao.es,informacion@guggenheim-bilbao.es
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-X-P-119,SOCIEDADES MERCANTILES,Mayoría Pública conjunta,"Supervision and Cargo Services Vitoria, S.A.",A01320639,"4.101.829,38",Contratación y prestación a terceros de todo tipo de servicios aeroportuarios relacionados con la carga y los de asistencia en tierra.,Privado,Estimativo,Si - CCAA                          ,ESCRITURA   de constitución de 29/05/2001 (RM 09/08/2001),09/08/2001, ,Calle Eduardo Dato 38,Vitoria-Gasteiz,01005,Álava,945126040,945163714,www.via.com.es,viassa@vias-vitoria.com
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-P-105,SOCIEDADES MERCANTILES,C. Autónoma,"Hidroeléctrica Harana-Kontrasta, S.A.",A01405000,"1.515.159,00","Explotación de la Central Hidroeléctrica de Contrasta, para la producción y venta de energía.",Privado,Estimativo,No -                               ,"ESCRITURA   de const.nº 387 de 12/06/2006 (Dec.49/2006, 28-02)",23/10/2006, ,Avenida Antzia (Casa Consistorial) 52,Valle de Arana,01117,Álava,,,www.eve.es,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-U-006,ENTES PÚBLICOS,,Agencia Vasca de Cooperación para el Desarrollo (Elankidetza),S0100008B,0,Elaboración de la planificación de la política de cooperación para el desarrollo.,Privado,Estimativo,Si - CCAA                          ,"LEY 5/2008, 19-6 BO País Vasco nº 131 de 10/07/2008",11/07/2008, ,Calle Nafarroa 2,Vitoria-Gasteiz,01007,Álava,,,www.elankidetza.eus,
2019/01 situacion a  01/01/2019,País Vasco,15-00-004-H-H-000,FUNDACIONES,,Fundación Basque Team Fundazioa,G95500559,0,Impulsar un acecuado desarrollo del Deporte Vasco de Alto Nivel.,Privado,Estimativo,Si - CCAA                          ,ESCRITURA   nº 2398 de 14/11/2007 (R.F. 19/12/2007),19/12/2007, ,Avenida de los Chopos s/n,Getxo,48992,Bizkaia,946564170,,www.basqueteam.eus,komunikazioa@basqueteam.com
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-X-P-032,SOCIEDADES MERCANTILES,Mayoría Pública conjunta,"Bilbao Ría 2000, S.A.",A48530356,"2.003.767,00",Planificación y ejecución de actuaciones urbanísticas y de construcción de infraestructuras de transporte,Privado,Estimativo,Si - Estado                        ,"ESCRITURA   de const. de 19/11/1992 (Dec. 262/1992, de 29-09)",19/01/1993, ,Calle José María Olabarri. Planta C 4,Bilbao,48001,Vizcaya,944245020,944241288,www.bilbaoria2000.org,br2000@bilbaoria2000.com
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-V-011,OO.AA.ADMINISTRATIVOS,,Autoridad Vasca de la Competencia,Q4800743I,0,"Promover, garantizar y mejorar las condiciones de libre competencia y transparencia en el mercado, en el ámbito del País Vasco.",Público,Limitativo,Si - CCAA                          ,"LEY 1/2012, 2-2 BO País Vasco nº 29 de 09/02/2012",10/02/2012, ,Calle Ercilla 4,Bilbao,48009,Bizkaia,,,www.competencia.euskadi.eus,
2019/01 situacion a  01/01/2019,País Vasco,50 -00-019-C-C-000,CONSORCIOS,,Agrupación Europea de Cooperación Territorial Eurorregión Aquitania / Euskadi / Navarra,,0,"Cooperación al desarrollo económico, social y cultural de la Eurorregión.",Privado,Estimativo,No -                               ,CONVENIO de Adhesión de Navarra y mod. Estatutos de 30/1/17,30/01/2017,15-00-002-N-N-000,"Calle Lekeuder, Zl des Joncaux S/N",Hendaye,64700,Francia,,,http://www.naen.eu/es/,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-P-097,SOCIEDADES MERCANTILES,C. Autónoma,"Euskadiko Kirol Portua, S.A.",A95122057,"16.130.547,20","Planificación, promoción, desarrollo y explotación de puertos deportivos",Privado,Estimativo,No -                               ,"ESCRITURA   de const. de 14/09/2000 (Dec.105/2000, 06-06)",20/02/2001, ,"Calle Adriano VI 20, 1º",Vitoria,01008,Álava,94522693,945213686,www.ekpsa.com,info@ekpsa.eus
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-X-P-118,SOCIEDADES MERCANTILES,Mayoría Pública conjunta,"Bioartigas, S.A.",A48448609,"306.516,17",Aprovechamiento de la energía contenida en las basuras tanto para usos externos como internos,Privado,Estimativo,No -                               ,"ESCRITURA   Esc. de reducc. de C.S. (Dec. 203/1996, de 30/07)",30/09/1996,15-00-000-B-P-026,Plaza de Ernesto Erkoreka 1,Bilbao,48007,Vizcaya,946338132,,,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-W-002,UNIVERSIDADES,,Universidad del País Vasco/Euskal Herriko Unibertsitatea,Q4818001B,0,,Público,Limitativo,Si - CCAA                          ,ORDEN de 25 de febrero de 1980 (BOE 03/03/1980),25/02/1980, ,Barrio Sarriena s/n,Leioa,48940,Bizkaia,946012000,,www.ehu.es,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-P-115,SOCIEDADES MERCANTILES,C. Autónoma,Sociedad Pública USA Basque Trade and Investment,  ,"7.000,00",Realizar cualquier acto o actividad legal para la que se pueda crear una empresa según la Ley Mercantil,Privado,Estimativo,Pendiente -                               ,"ESCRITURA   de constitución (Dec.196/2017, 18-07)", 31/12/2017, ,-  ,,,,,,,
2019/01 situacion a  01/01/2019,País Vasco,15-00-022-H-H-000,FUNDACIONES,,Fundación del Museo Guggenheim Bilbao,G48832240,0,"Gestión, dirección, mantenimiento, conservación y promoción del Museo Guggenheim Bilbao",Privado,Estimativo,  - ,ESCRITURA   de constitución de 18/12/1991 (BOPV 11/12/1996),11/12/1996, ,Avenida Abandoibarra Etorbidea 2,Bilbao,48009,Bizkaia,944359000,,www.guggenheim-bilbao.eus,
