version,codigo_ente,codigo,actividad,fuente_alta,inf_fuente_alta,alta_desde
2019/01 situacion a  01/01/2019,15-20-018-H-H-000,P8559,Otra educación n.c.o.p.,ESCRITURA,Esc.const. de 25/04/1989 (R.F. 21/03/1990),21/03/1990
2019/01 situacion a  01/01/2019,15-00-000-B-P-107,J6203,Gestión de recursos informáticos,ESTATUTOS,"Esc. de const. de 25/06/2003 (Dec.100/2003, 6-5)",29/11/2003
2019/01 situacion a  01/01/2019,15-00-008-N-N-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Esc.constitución 17/04/2008 (Reg Asoc. 07/10/2008),07/10/2008
2019/01 situacion a  01/01/2019,15-00-000-B-P-008,K6499,"Otros servicios financieros, excepto seguros y fondos de pensiones n.c.o.p.",ESCRITURA,"de const. de 04/10/1985 (Dec.294/1985, 17-09)",04/10/1985
2019/01 situacion a  01/01/2019,15-00-000-B-U-005,O8411,Actividades generales de la Administración Pública,LEY,"2/2004, 25-2 BO País Vasco nº 44 de 04/03/2004",25/02/2004
2019/01 situacion a  01/01/2019,15-00-000-B-P-017,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,ESTATUTOS,"Esc.const.nº621 de 29/03/1983 (Dec.19/1988, 14-02)",29/03/1983
2019/01 situacion a  01/01/2019,15-00-009-H-H-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Escr. nº 4.096 de 18/12/2006 (R.F. 29/12/2006),29/12/2006
2019/01 situacion a  01/01/2019,15-00-000-X-P-061,M7022,Otras actividades de consultoría de gestión empresarial,ESTATUTOS,"Esc.const. de 09/12/1993 (Dec.278-1993, 7-10)",04/03/1994
2019/01 situacion a  01/01/2019,15-00-000-B-U-002,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,LEY,"9/1982, 24-11 BO País Vasco nº 160 de 16/12/1982",16/12/1982
2019/01 situacion a  01/01/2019,13-30-005-C-C-000,G461,Intermediarios del comercio,ESTATUTOS,"escritura Nº 1.709, de 11/06/1993",11/06/1993
2019/01 situacion a  01/01/2019,13-30-011-H-H-000,R900,"Actividades de creación, artísticas y espectáculos",ESTATUTOS,Escritura nº 489/10 de 18 febrero 2010,01/07/2010
2019/01 situacion a  01/01/2019,13-30-020-C-C-000,P8543,Educación universitaria,ESTATUTOS,convenio de colaboración de 23/10/1989,23/10/1989
2019/01 situacion a  01/01/2019,13-30-001-C-C-000,O8425,Protección civil,ESTATUTOS,Orden de 19/06/1992 (BORM nº 142 de 20/06/1992),10/07/1992
2019/01 situacion a  01/01/2019,13-30-003-H-H-000,Q86,Actividades sanitarias,ESCRITURA,"de constitución nº 2.834, de 17/12/2004",11/02/2005
2019/01 situacion a  01/01/2019,13-30-002-C-C-000,N8129,Otras actividades de limpieza,ESTATUTOS,Orden de 30/11/1994; B.O.R.M nº 11 de 14/01/95,30/11/1994
2019/01 situacion a  01/01/2019,13-30-014-C-C-000,R9311,Gestión de instalaciones deportivas,ESTATUTOS,Conv. Colab. de 16/10/2002 (BORM 02/11/2002),16/10/2002
2019/01 situacion a  01/01/2019,13-30-006-H-H-000,R910,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",ESTATUTOS,"escritura de constitución nº 1.190, de 21/03/2003",23/05/2003
2019/01 situacion a  01/01/2019,13-30-012-C-C-000,N791,Actividades de agencias de viajes y operadores turísticos,ESTATUTOS,convenio de 04/03/03 BORM nº 66 de 21/03/03,04/03/2003
2019/01 situacion a  01/01/2019,13-30-023-C-C-000,L6832,Gestión y administración de la propiedad inmobiliaria,ESTATUTOS,convenio de 03/12/2004 BORM nº 297 de 24/12/2004,03/12/2004
