version,codigo_ente,codigo,componente,porcentaje_participacion,porcentaje_voto,fuente_alta,inf_fuente_alta,alta_desde
2019/01 situacion a  01/01/2019,15-00-000-X-P-060,15-48-000-D-D-000,Diputación Foral de Vizcaya,"50,00","50,00",ESCRITURA,"de const. de 24/03/1997 (Dec. 285/1996, 10-12)",15/05/1997
2019/01 situacion a  01/01/2019,15-00-000-X-P-118,15-00-000-B-U-002,Ente Vasco de la Energía (EVE),"50,00","50,00",ESCRITURA,"Esc. de reducc. de C.S. (Dec. 203/1996, de 30/07)",30/09/1996
2019/01 situacion a  01/01/2019,15-00-000-X-P-118,15-48-020-A-A-000,Bilbao,"50,00","50,00",ESCRITURA,"Esc. de reducc. de C.S. (Dec. 203/1996, de 30/07)",30/09/1996
2019/01 situacion a  01/01/2019,15-00-000-B-P-005,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"100,00","100,00",ESCRITURA,"Esc. de const. de 20/04/1982 (Dec.62/1982, 15-02)",20/04/1982
2019/01 situacion a  01/01/2019,15-00-000-B-P-013,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"100,00","100,00",ESCRITURA,"de const. de 25/06/1982 (Dec.105/1982, 24-05)",25/06/1982
2019/01 situacion a  01/01/2019,15-00-000-B-P-096,00-00-000-E-E-001,Otras entidades de caracter local,"24,50","24,50",ESCRITURA,"de const. (Decreto 144/2000), de 18-07",14/02/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-096,15-00-000-B-P-011,"Sprilur, S.A.","51,00","51,00",ESCRITURA,"de const. (Decreto 144/2000), de 18-07",14/02/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-096,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"24,50","24,50",ESCRITURA,"de constit. (Decreto 144/2000), de 18-07",14/02/2001
2019/01 situacion a  01/01/2019,15-00-000-X-P-007,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"33,34","33,34",ESCRITURA,"de const. de 17/12/1990 (Dec. 236/1990, de 11-09)",25/01/1991
2019/01 situacion a  01/01/2019,15-00-000-X-P-007,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"33,33","33,33",ESCRITURA,"de const. de 17/12/1990 (Dec. 236/1990, de 11-09)",25/01/1991
2019/01 situacion a  01/01/2019,15-00-000-X-P-007,15-20-069-A-A-000,Donostia-San Sebastián,"33,33","33,33",ESCRITURA,"de const. de 17/12/1990 (Dec. 236/1990, de 11-09)",25/01/1991
2019/01 situacion a  01/01/2019,15-00-000-B-P-078,00-00-000-F-F-008,"Bancos o Cajas de Ahorro (Kutxabank, S.A.)","7,33","7,33",ESCRITURA,"de const. de 26/01/1994 (Dec.335/1993, 28-12)",12/07/1994
2019/01 situacion a  01/01/2019,15-00-000-B-P-078,15-00-000-B-P-006,"Sociedad para la Transformación Competitiva - Eraldaketa Lehiakorrerako Sozietatea, S.A. (SPRI)","66,94","66,94",ESCRITURA,"de const. de 26/01/1994 (Dec.335/1993, 28-12)",12/07/1994
2019/01 situacion a  01/01/2019,15-00-000-B-P-078,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"20,40","20,40",ESCRITURA,"de const. de 26/01/1994 (Dec.335/1993, 28-12)",12/07/1994
2019/01 situacion a  01/01/2019,15-00-000-B-P-078,15-20-069-A-A-000,Donostia-San Sebastián,"5,33","5,33",ESCRITURA,"de const. de 26/01/1994 (Dec.335/1993, 28-12)",12/07/1994
2019/01 situacion a  01/01/2019,15-00-000-X-P-119,00-00-000-F-F-000,Privado (Cámara de Comercio e Industria de Álava),"6,00","6,00",ESTATUTOS,Esc. const. de 29/05/2001,09/08/2001
2019/01 situacion a  01/01/2019,15-00-000-X-P-119,15-00-000-X-P-107,"Sociedad de Capital Desarrollo de Euskadi SOCADE,S.A.","94,00","94,00",ESCRITURA,de const. de 29/05/2001,09/08/2001
2019/01 situacion a  01/01/2019,15-00-000-X-P-105,00-00-000-F-F-000,"Privado (Cámara Oficial de Comercio, Ind. y Nav.Bilbao)","0,03","0,03",ESCRITURA,"de const. de 06/03/2001 (Dec.301/2000, 26-12)",28/06/2001
2019/01 situacion a  01/01/2019,15-00-000-X-P-105,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"49,94","49,94",ESCRITURA,"de const. de 06/03/2001 (Dec.301/2000, 26-12)",28/06/2001
2019/01 situacion a  01/01/2019,15-00-000-X-P-105,15-48-000-D-D-000,Diputación Foral de Vizcaya,"49,94","49,94",ESCRITURA,"de const. de 06/03/2001 (Dec.301/2000, 26-12)",28/06/2001
2019/01 situacion a  01/01/2019,15-00-000-X-P-105,15-48-013-A-A-000,Barakaldo,"0,05","0,05",ESCRITURA,"de const. de 06/03/2001 (Dec.301/2000, 26-12)",28/06/2001
2019/01 situacion a  01/01/2019,15-00-000-X-P-105,15-48-020-A-A-000,Bilbao,"0,04","0,04",ESCRITURA,"de const. de 06/03/2001 (Dec.301/2000, 26-12)",28/06/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-103,15-00-000-B-P-013,"Sociedad Pública Eusko Trenbideak - Ferrocarriles Vascos, S.A.U.","100,00","100,00",ESCRITURA,"de const. de 29/12/2003 (Dec.312/2003, 16-12)",15/03/2004
2019/01 situacion a  01/01/2019,15-00-000-B-P-055,00-00-000-E-E-001,Otras entidades de caracter local,"24,50","24,50",ESCRITURA,de compraventa de acciones de 29/04/2003,29/04/2003
2019/01 situacion a  01/01/2019,15-00-000-B-P-055,15-00-000-B-P-006,"Sociedad para la Transformación Competitiva - Eraldaketa Lehiakorrerako Sozietatea, S.A. (SPRI)","51,00","51,00",ESCRITURA,"de const. de 21/12/1989 (Dec.259/1989, 21-11)",07/03/1990
2019/01 situacion a  01/01/2019,15-00-000-B-P-055,15-48-000-D-D-000,Diputación Foral de Vizcaya,"24,50","24,50",ESCRITURA,"de const. de 21/12/1989 (Dec.259/1989, 21-11)",07/03/1990
2019/01 situacion a  01/01/2019,15-48-013-C-C-000,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"50,00","50,00",LEY,"44/1975, 30-12 (traspaso RD 1446/1981 BOE 18/7/81)",01/06/1981
2019/01 situacion a  01/01/2019,15-48-013-C-C-000,15-48-000-D-D-000,Diputación Foral de Vizcaya,"50,00","50,00",LEY,"44/1975, 30-12 (traspaso RD 1446/1981 BOE 18/7/81)",01/06/1981
2019/01 situacion a  01/01/2019,15-00-000-B-P-061,15-00-000-B-P-011,"Sprilur, S.A.","51,00","51,00",ESCRITURA,"de const. de 21/03/1990 (Dec.248/1989, 31-10)",02/05/1990
2019/01 situacion a  01/01/2019,15-00-000-B-P-061,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"24,50","24,50",ESCRITURA,"de const. de 21/03/1990 (Dec.248/1989, 31-10)",02/05/1990
2019/01 situacion a  01/01/2019,15-00-000-B-P-061,15-20-040-A-A-000,Hernani,"5,29","5,29",ESCRITURA,de fusión de 21/06/2012 (Dec. 95/2012),22/08/2012
2019/01 situacion a  01/01/2019,15-00-000-B-P-061,15-20-069-A-A-000,Donostia-San Sebastián,"15,65","15,65",ESCRITURA,"de const. de 21/03/1990 (Dec.248/1989, 31-10)",02/05/1990
2019/01 situacion a  01/01/2019,15-00-000-B-P-061,15-20-079-A-A-000,Zarautz,"3,56","3,56",ESCRITURA,de fusión de 21/06/2012 (Dec.95/2012),22/08/2012
2019/01 situacion a  01/01/2019,15-00-000-F-P-109,00-00-000-F-F-000,Privado,"50,00","50,00",ESCRITURA,"de constitución de 18/11/2004 (Dec.80/2004,11-05",28/01/2005
2019/01 situacion a  01/01/2019,15-00-000-F-P-109,15-00-000-B-U-002,Ente Vasco de la Energía (EVE),"50,00","50,00",ESCRITURA,"de constitución de 18/11/2004 (Dec.80/2004,11-05",28/01/2005
2019/01 situacion a  01/01/2019,15-00-000-B-P-108,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"100,00","100,00",ESCRITURA,"de const. de 21/10/2003 (Dec. 215/2003, de 23-09)",12/11/2003
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"5,97","5,97",ESCRITURA,"de const. de 02/03/1983 (Dec.241/1982, 20-12)",02/03/1983
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,15-00-000-B-P-006,"Sociedad para la Transformación Competitiva - Eraldaketa Lehiakorrerako Sozietatea, S.A. (SPRI)","94,03","94,03",ESCRITURA,"de const. de 02/03/1983 (Dec.241/1982, 20-12)",02/03/1983
2019/01 situacion a  01/01/2019,15-00-000-X-P-010,00-00-000-F-F-000,Privado (SEA-Empresarios Alaveses),"22,36","22,36",ESCRITURA,"de const. de 27/12/1989 (Dec. 143/1992, de 20-06)",24/07/1990
2019/01 situacion a  01/01/2019,15-00-000-X-P-010,00-00-000-F-F-005,"Cámaras de Comercio, Industria y Navegación/Agrarias/Mineras","4,86","4,86",ESCRITURA,"de const. de 27/12/1989 (Dec. 143/1992, de 20-06)",24/07/1990
2019/01 situacion a  01/01/2019,15-00-000-X-P-010,00-00-000-F-F-008,Bancos o Cajas de Ahorro,"13,21","13,21",ESCRITURA,"de const. de 27/12/1989 (Dec. 143/1992, de 20-06)",24/07/1990
2019/01 situacion a  01/01/2019,15-00-000-X-P-010,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"15,82","15,82",ESCRITURA,"de const. de 27/12/1989 (Dec. 143/1992, de 20-06)",24/07/1990
2019/01 situacion a  01/01/2019,15-00-000-X-P-010,15-01-000-D-P-004,"Álava Agencia Desar., S.A.","39,77","39,77",ESCRITURA,"de const. de 27/12/1989 (Dec. 143/1992, de 20-06)",24/07/1990
2019/01 situacion a  01/01/2019,15-00-000-X-P-010,15-01-059-A-A-000,Vitoria-Gasteiz,"3,98","3,98",ESCRITURA,"de const. de 27/12/1989 (Dec. 143/1992, de 20-06)",24/07/1990
2019/01 situacion a  01/01/2019,15-00-000-B-P-097,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"100,00","100,00",ESCRITURA,"de const. de 14/09/2000 (Dec.105/2000, 06-06)",20/02/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-001,15-00-000-B-U-001,Euskal Irrati Telebista/Radiotelevisión Vasca (EITB),"100,00","100,00",ESCRITURA,"de const. de 30/03/1984 (Dec. 77/1984, 20-03)",30/03/1984
2019/01 situacion a  01/01/2019,15-00-000-B-P-007,00-00-000-E-E-001,"Otras entidades de caracter local (Azpiegiturak, S.A.U.)","11,82","11,82",ESCRITURA,de const. de 30/09/1985,30/09/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-007,15-00-000-B-P-006,"Sociedad para la Transformación Competitiva - Eraldaketa Lehiakorrerako Sozietatea, S.A. (SPRI)","67,26","67,26",ESCRITURA,de const. de 30/09/1985,30/09/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-007,15-00-000-B-W-002,Universidad del País Vasco/Euskal Herriko Unibertsitatea,"0,28","0,28",ESCRITURA,de const. de 30/09/1985,30/09/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-007,15-48-000-D-D-000,Diputación Foral de Vizcaya,"18,02","18,02",ESCRITURA,de const. de 30/09/1985,30/09/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-007,15-48-905-A-A-000,Zamudio,"2,62","2,62",ESCRITURA,de const. de 30/09/1985,30/09/1985
2019/01 situacion a  01/01/2019,15-00-000-X-P-035,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"50,00","50,00",ESCRITURA,"de const. de 07/04/1995 (Dec.460/1994, 29-11)",03/05/1995
2019/01 situacion a  01/01/2019,15-00-000-X-P-035,15-48-000-D-D-000,Diputación Foral de Vizcaya,"50,00","50,00",ESCRITURA,"de const. de 07/04/1995 (Dec.460/1994, 29-11)",03/05/1995
2019/01 situacion a  01/01/2019,15-00-000-B-P-110,00-00-000-F-F-000,Privado,"25,00","25,00",ESCRITURA,de constitución de 15/01/2004 (RM 25/02/2004),25/02/2004
2019/01 situacion a  01/01/2019,15-00-000-B-P-110,15-00-000-B-U-002,Ente Vasco de la Energía (EVE),"30,00","30,00",ESCRITURA,de constitución de 15/01/2004 (RM 25/02/2004),25/02/2004
2019/01 situacion a  01/01/2019,15-00-000-B-P-110,15-00-000-X-P-105,"Bilbao Exhibition Centre, S.A.","45,00","45,00",ESCRITURA,de const. de 15/01/2004,25/02/2004
2019/01 situacion a  01/01/2019,15-00-000-X-P-106,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"50,00","50,00",ESCRITURA,"de const. de 11/07/2005 (Decreto 71/2005, 05-04)",01/08/2005
2019/01 situacion a  01/01/2019,15-00-000-X-P-106,15-48-084-A-A-000,Sestao,"50,00","50,00",ESCRITURA,"de const. de 11/07/2005 (Decreto 71/2005, 05-04)",01/08/2005
2019/01 situacion a  01/01/2019,15-00-000-X-P-108,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"49,95","49,95",ESCRITURA,"de cons. de 14/04/2005 (Dec. 60/2005, de 29-03)",26/04/2005
2019/01 situacion a  01/01/2019,15-00-000-X-P-108,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"49,95","49,95",ESCRITURA,"de cons. de 14/04/2005 (Dec. 60/2005, de 29-03)",26/04/2005
2019/01 situacion a  01/01/2019,15-00-000-X-P-108,15-20-039-A-A-000,Getaria,"0,10","0,10",ESCRITURA,"de cons. de 14/04/2005 (Dec. 60/2005, de 29-03)",26/04/2005
2019/01 situacion a  01/01/2019,15-00-000-X-P-114,00-00-000-F-F-000,Privado (Cámara de Guipúzcoa),"15,00","15,00",ESCRITURA,"de const. de 22/01/2007 (Dec .de 270/2006, 26-12)",26/02/2007
2019/01 situacion a  01/01/2019,15-00-000-X-P-114,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"35,00","35,00",ESCRITURA,"de const. de 22/01/2007 (Dec .de 270/2006, 26-12)",26/02/2007
2019/01 situacion a  01/01/2019,15-00-000-X-P-114,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"35,00","35,00",ESCRITURA,"de const. de 22/01/2007 (Dec .de 270/2006, 26-12)",26/02/2007
2019/01 situacion a  01/01/2019,15-00-000-X-P-114,15-20-036-A-A-000,Hondarribia,"5,00","5,00",ESCRITURA,"de const. de 22/01/2007 (Dec .de 270/2006, 26-12)",26/02/2007
2019/01 situacion a  01/01/2019,15-00-000-X-P-114,15-20-045-A-A-000,Irun,"5,00","5,00",ESCRITURA,"de const. de 22/01/2007 (Dec .de 270/2006, 26-12)",26/02/2007
2019/01 situacion a  01/01/2019,15-00-000-X-P-114,15-20-069-A-A-000,Donostia-San Sebastián,"5,00","5,00",ESCRITURA,"de const. de 22/01/2007 (Dec .de 270/2006, 26-12)",26/02/2007
2019/01 situacion a  01/01/2019,15-00-000-B-P-023,00-00-000-F-F-000,"Privado (Kutxabank, S.A. y Laboral Kutxa)","21,37","21,37",ESCRITURA,de ampliac. C.S. (R.M.16/03/2000),16/03/2000
2019/01 situacion a  01/01/2019,15-00-000-B-P-023,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"78,63","78,63",ESCRITURA,"de const. de 12/02/1990 (Dec.258/1989, 21-11)",26/03/1990
2019/01 situacion a  01/01/2019,15-01-008-C-C-000,00-00-000-F-F-008,Bancos o Cajas de Ahorro,"20,00","20,00",ACUERDO,D. Foral de Davarra (Agosto 1977),11/01/1980
2019/01 situacion a  01/01/2019,15-01-008-C-C-000,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"30,00","30,00",ACUERDO,Diputación Foral de Navarra (Agosto 1977),11/01/1980
2019/01 situacion a  01/01/2019,15-01-008-C-C-000,15-01-059-A-A-000,Vitoria-Gasteiz,"50,00","50,00",ACUERDO,Diputación Foral de Navarra (Agosto 1977),11/01/1980
2019/01 situacion a  01/01/2019,15-00-000-X-P-116,00-00-000-E-E-001,"Otras entidades de caracter local (Azpiegiturak, S.A.U.)","50,00","50,00",ESCRITURA,de const. de 27/12/2002,13/03/2003
2019/01 situacion a  01/01/2019,15-00-000-X-P-116,15-00-000-B-P-011,"Sprilur, S.A.","50,00","50,00",ESCRITURA,de const. de 27/12/2002,13/03/2003
2019/01 situacion a  01/01/2019,15-00-000-F-P-110,00-00-000-F-F-000,Privado,"50,00","50,00",ESCRITURA,"de constitución de 13/10/2010 (Dec.255/2010,05-10)",12/11/2010
2019/01 situacion a  01/01/2019,15-00-000-F-P-110,15-00-000-B-U-002,Ente Vasco de la Energía (EVE),"50,00","50,00",ESCRITURA,"de constitución de 13/10/2010 (Dec.255/2010,05-10)",12/11/2010
2019/01 situacion a  01/01/2019,15-00-000-X-P-112,15-48-013-C-C-000,Consorcio de Transportes de Bizkaia,"100,00","100,00",ESCRITURA,de const. de 18/02/1993 (R.M. 25/02/1993),25/02/1993
2019/01 situacion a  01/01/2019,15-00-000-X-P-032,00-00-000-S-S-000,"Estado (SEPES, ADIF, Aut.Portuaria Bilbao)","50,00","50,00",ESCRITURA,"de const. de 19/11/1992 (Dec. 262/1992, de 29-09)",19/01/1993
2019/01 situacion a  01/01/2019,15-00-000-X-P-032,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"15,00","15,00",ESCRITURA,"de const. de 19/11/1992 (Dec. 262/1992, de 29-09)",19/01/1993
2019/01 situacion a  01/01/2019,15-00-000-X-P-032,15-48-000-D-D-000,Diputación Foral de Vizcaya,"15,00","15,00",ESCRITURA,"de const. de 19/11/1992 (Dec. 262/1992, de 29-09)",19/01/1993
2019/01 situacion a  01/01/2019,15-00-000-X-P-032,15-48-013-A-A-000,Barakaldo,"5,00","5,00",ESCRITURA,"de const. de 19/11/1992 (Dec. 262/1992, de 29-09)",19/01/1993
2019/01 situacion a  01/01/2019,15-00-000-X-P-032,15-48-020-A-A-000,Bilbao,"15,00","15,00",ESCRITURA,"de const. de 19/11/1992 (Dec. 262/1992, de 29-09)",19/01/1993
2019/01 situacion a  01/01/2019,15-00-000-F-P-095,00-00-000-F-F-001,Particulares,"50,00","50,00",ESCRITURA,de compraventa de participaciones de 05/03/2015,05/03/2015
2019/01 situacion a  01/01/2019,15-00-000-F-P-095,15-00-000-B-U-002,Ente Vasco de la Energía (EVE),"50,00","50,00",ESCRITURA,de compraventa de participaciones de 05/03/2015,05/03/2015
2019/01 situacion a  01/01/2019,15-00-000-B-P-010,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"100,00","100,00",ESCRITURA,"de const. de 26/01/1983 (Dec. 218/1982, 08-11)",26/01/1983
2019/01 situacion a  01/01/2019,15-00-000-B-P-107,15-00-000-B-U-001,Euskal Irrati Telebista/Radiotelevisión Vasca (EITB),"100,00","100,00",ESCRITURA,"de const. de 25/06/2003 (Decreto 100/2003, de 6-5)",29/11/2003
2019/01 situacion a  01/01/2019,15-00-000-B-P-008,00-00-000-F-F-000,Privado,"27,00","27,00",PROVISIONAL,Sector Público CAE 2013,31/12/2012
2019/01 situacion a  01/01/2019,15-00-000-B-P-008,15-00-000-B-P-006,"Sociedad para la Transformación Competitiva - Eraldaketa Lehiakorrerako Sozietatea, S.A. (SPRI)","73,00","73,00",ESCRITURA,de const. de 04/10/1985,04/10/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-017,15-00-000-B-U-002,Ente Vasco de la Energía (EVE),"100,00","100,00",ESCRITURA,de const.nº621 de 29/03/1983,29/03/1983
2019/01 situacion a  01/01/2019,15-00-000-X-P-061,15-00-000-B-P-006,"Sociedad para la Transformación Competitiva - Eraldaketa Lehiakorrerako Sozietatea, S.A. (SPRI)","50,00","50,00",ESCRITURA,"de const. de 02/03/1983 (Dec.241/1982, 20-12)",04/03/1994
2019/01 situacion a  01/01/2019,15-00-000-X-P-061,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"50,00","50,00",ESCRITURA,"de const. de 09/12/1993 (Dec. 278/1993, 7-10",04/03/1994
2019/01 situacion a  01/01/2019,13-30-005-C-C-000,00-00-000-F-F-000,"Privado (Cámara de comercio, ind. y navegación Cartagena)","3,87","15,00",ESCRITURA,"Nº 1.709, de 11/06/1993",11/06/1993
2019/01 situacion a  01/01/2019,13-30-005-C-C-000,00-00-000-S-S-000,Estado,"37,96","33,00",ESCRITURA,"Nº 1.709, de 11/06/1993",11/06/1993
2019/01 situacion a  01/01/2019,13-30-005-C-C-000,13-00-000-B-U-002,Instituto de Fomento de la Región de Murcia (INFO),"49,79","37,00",ESCRITURA,"Nº 1.709, de 11/06/1993",11/06/1993
2019/01 situacion a  01/01/2019,13-30-005-C-C-000,13-30-016-A-A-000,Cartagena,"8,38","15,00",ESCRITURA,"Nº 1.709, de 11/06/1993",11/06/1993
2019/01 situacion a  01/01/2019,13-30-020-C-C-000,00-00-000-F-F-000,Privado,"5,96","40,00",CONVENIO,de colaboración de 23/10/1989,23/10/1989
2019/01 situacion a  01/01/2019,13-30-020-C-C-000,00-00-000-S-S-000,Estado,"45,35","40,00",CONVENIO,de colaboración de 23/10/1989,23/10/1989
2019/01 situacion a  01/01/2019,13-30-020-C-C-000,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"31,94","10,00",CONVENIO,de colaboración de 23/10/1989,23/10/1989
2019/01 situacion a  01/01/2019,13-30-020-C-C-000,13-30-016-A-A-000,Cartagena,"16,75","10,00",CONVENIO,de colaboración de 23/10/1989,23/10/1989
2019/01 situacion a  01/01/2019,13-30-001-C-C-000,00-00-000-E-E-001,Otras entidades de caracter local,"49,00","49,00",ACTA,de constitución de 30/06/1992,30/06/1992
2019/01 situacion a  01/01/2019,13-30-001-C-C-000,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"51,00","51,00",ACTA,de constitución de 30/06/1992,30/06/1992
2019/01 situacion a  01/01/2019,13-30-002-C-C-000,00-00-000-E-E-001,Otras entidades de caracter local,"75,00","75,00",ACTA,"de sesión constituyente, de 30/11/1994",30/11/1994
2019/01 situacion a  01/01/2019,13-30-002-C-C-000,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"25,00","25,00",ACTA,"de sesión constituyente, de 30/11/1994",30/11/1994
2019/01 situacion a  01/01/2019,13-30-014-C-C-000,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"0,00","60,00",CONVENIO,de Colaboración de 16/10/2002,16/10/2002
2019/01 situacion a  01/01/2019,13-30-014-C-C-000,13-30-007-A-A-000,Alguazas,"0,00","40,00",CONVENIO,de Colaboración de 16/10/2002,16/10/2002
2019/01 situacion a  01/01/2019,13-30-012-C-C-000,00-00-000-E-E-001,Otras entidades de caracter local,"68,18","68,18",CONVENIO,colaboración de 04/03/2003 BORM nº 66 de 21/03/03,04/03/2003
2019/01 situacion a  01/01/2019,13-30-012-C-C-000,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"31,82","31,82",CONVENIO,colaboración de 04/03/2003 BORM nº 66 de 21/03/03,04/03/2003
2019/01 situacion a  01/01/2019,13-30-023-C-C-000,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"0,00","50,00",CONVENIO,Colaboración de 03/12/04 BORM nº 297 de 24/12/04,03/12/2004
2019/01 situacion a  01/01/2019,13-30-023-C-C-000,13-30-003-A-A-000,Águilas,"0,00","30,00",CONVENIO,Colaboración de 03/12/04 BORM nº 297 de 24/12/04,03/12/2004
2019/01 situacion a  01/01/2019,13-30-023-C-C-000,13-30-024-A-A-000,Lorca,"0,00","20,00",CONVENIO,Colaboración de 03/12/04 BORM nº 297 de 24/12/04,03/12/2004
